startunikid,endcovenant_id,startlat,startlon,endlat,endlon
coop::2161,COOP 48,63.4094237,10.4451644,63.4106227,10.4458988
coop::2161,COOP 49,63.4094237,10.4451644,63.4106628,10.4460882
coop::2161,COOP 50,63.4094237,10.4451644,63.4107257,10.4454847
coop::2161,COOP 51,63.4094237,10.4451644,63.4107474,10.4454117
coop::2161,COOP 52,63.4094237,10.4451644,63.4107869,10.445597
coop::2161,COOP 64,63.4094237,10.4451644,63.4101633,10.4451926
coop::2161,COOP 65,63.4094237,10.4451644,63.4102685,10.4450684
coop::2161,COOP 66,63.4094237,10.4451644,63.4104365,10.4450702
coop::2161,COOP 67,63.4094237,10.4451644,63.4104707,10.4454459
kiwi::7080001422042,NORGESGRUPPEN 123,63.42130426,10.46782395,63.4184121,10.4642727
kiwi::7080001422042,NORGESGRUPPEN 124,63.42130426,10.46782395,63.4181327,10.4634704
meny::7080001271947,NORGESGRUPPEN 123,63.40958924,10.44321792,63.4184121,10.4642727
meny::7080001271947,NORGESGRUPPEN 124,63.40958924,10.44321792,63.4181327,10.4634704
coop::1553,COOP 286,62.392082,6.5828861,62.3920357,6.582137
coop::2401,COOP 284,62.7597141,8.5393574,62.6738321,8.56588
coop::2401,COOP 285,62.7597141,8.5393574,62.6746118,8.5648629
coop::2545,COOP 284,62.6733755,8.5680117,62.6738321,8.56588
coop::2545,COOP 285,62.6733755,8.5680117,62.6746118,8.5648629
coop::4240,COOP 284,62.5492501,9.1154083,62.6738321,8.56588
coop::4240,COOP 285,62.5492501,9.1154083,62.6746118,8.5648629
kiwi::7080001199340,NORGESGRUPPEN 54,62.34072366,5.85492897,62.3422564,5.8683557
spar::7080000019328,NORGESGRUPPEN 54,62.34226963,5.86830412,62.3422564,5.8683557
spar::7080001137793,NORGESGRUPPEN 54,62.31598881,5.84382425,62.3422564,5.8683557
joker::7080000032136,NORGESGRUPPEN 49,62.55819201,6.0696431,62.5090197,6.1282884
joker::7080001100599,NORGESGRUPPEN 49,62.4771117,6.03523282,62.5090197,6.1282884
kiwi::7080001203931,NORGESGRUPPEN 49,62.50670401,6.10274653,62.5090197,6.1282884
spar::7080000014033,NORGESGRUPPEN 49,62.50865817,6.12842281,62.5090197,6.1282884
joker::7080000546121,NORGESGRUPPEN 42,62.61926434,6.85240938,62.6235713,7.0902103
joker::7080000878932,NORGESGRUPPEN 42,62.58234309,6.9311459,62.6235713,7.0902103
kiwi::7080001371166,NORGESGRUPPEN 42,62.6235206,7.09043337,62.6235713,7.0902103
spar::7080000602322,NORGESGRUPPEN 42,62.5224408,7.12833727,62.6235713,7.0902103
kiwi::7080000014361,NORGESGRUPPEN 68,62.1453501,6.07444538,62.1456828,6.0752923
kiwi::7080001181901,NORGESGRUPPEN 68,62.14671695,6.08870568,62.1456828,6.0752923
spar::7080001235253,NORGESGRUPPEN 68,62.14942551,6.0845222,62.1456828,6.0752923
spar::7080001285746,NORGESGRUPPEN 68,61.96784441,6.5254429,62.1456828,6.0752923
nærbutikken::7080001414511,NORGESGRUPPEN 68,62.10875758,5.93692355,62.1456828,6.0752923
joker::7080000958085,NORGESGRUPPEN 62,62.58653851,7.49700352,62.5779605,7.7937058
joker::7080000958085,NORGESGRUPPEN 63,62.58653851,7.49700352,62.5779605,7.7937058
joker::7080000958085,NORGESGRUPPEN 64,62.58653851,7.49700352,62.5780402,7.7935887
joker::7080000958085,NORGESGRUPPEN 65,62.58653851,7.49700352,62.5781375,7.7930333
kiwi::7080001123802,NORGESGRUPPEN 62,62.55867543,7.68157773,62.5779605,7.7937058
kiwi::7080001123802,NORGESGRUPPEN 63,62.55867543,7.68157773,62.5779605,7.7937058
kiwi::7080001123802,NORGESGRUPPEN 64,62.55867543,7.68157773,62.5780402,7.7935887
kiwi::7080001123802,NORGESGRUPPEN 65,62.55867543,7.68157773,62.5781375,7.7930333
nærbutikken::7080000017454,NORGESGRUPPEN 62,62.63139955,7.49334788,62.5779605,7.7937058
nærbutikken::7080000017454,NORGESGRUPPEN 63,62.63139955,7.49334788,62.5779605,7.7937058
nærbutikken::7080000017454,NORGESGRUPPEN 64,62.63139955,7.49334788,62.5780402,7.7935887
nærbutikken::7080000017454,NORGESGRUPPEN 65,62.63139955,7.49334788,62.5781375,7.7930333
nærbutikken::7080000022632,NORGESGRUPPEN 62,62.70073463,7.69913243,62.5779605,7.7937058
nærbutikken::7080000022632,NORGESGRUPPEN 63,62.70073463,7.69913243,62.5779605,7.7937058
nærbutikken::7080000022632,NORGESGRUPPEN 64,62.70073463,7.69913243,62.5780402,7.7935887
nærbutikken::7080000022632,NORGESGRUPPEN 65,62.70073463,7.69913243,62.5781375,7.7930333
nærbutikken::7080000872664,NORGESGRUPPEN 62,62.34041313,8.06218889,62.5779605,7.7937058
nærbutikken::7080000872664,NORGESGRUPPEN 63,62.34041313,8.06218889,62.5779605,7.7937058
nærbutikken::7080000872664,NORGESGRUPPEN 64,62.34041313,8.06218889,62.5780402,7.7935887
nærbutikken::7080000872664,NORGESGRUPPEN 65,62.34041313,8.06218889,62.5781375,7.7930333
nærbutikken::7080001220143,NORGESGRUPPEN 62,62.60651876,7.29447537,62.5779605,7.7937058
nærbutikken::7080001220143,NORGESGRUPPEN 63,62.60651876,7.29447537,62.5779605,7.7937058
nærbutikken::7080001220143,NORGESGRUPPEN 64,62.60651876,7.29447537,62.5780402,7.7935887
nærbutikken::7080001220143,NORGESGRUPPEN 65,62.60651876,7.29447537,62.5781375,7.7930333
rema::354045,REMA 19,62.7340675,7.13916791,62.7391762,7.1916189
rema::444253,REMA 19,62.74116077,7.19773625,62.7391762,7.1916189
joker::7080000032983,NORGESGRUPPEN 60,62.16048485,5.18035129,61.9060039,5.9892741
joker::7080001079444,NORGESGRUPPEN 60,61.9741087,5.2260312,61.9060039,5.9892741
kiwi::7080001463441,NORGESGRUPPEN 60,61.909981,5.995246,61.9060039,5.9892741
kiwi::7080001066079,NORGESGRUPPEN 89,59.96380418,10.73333998,59.9505737,10.6934487
kiwi::7080001066079,NORGESGRUPPEN 102,59.96380418,10.73333998,59.9503607,10.692685
kiwi::7080001066079,NORGESGRUPPEN 177,59.96380418,10.73333998,59.9503852,10.6946383
kiwi::7080001066079,NORGESGRUPPEN 178,59.96380418,10.73333998,59.9501045,10.6940888
kiwi::7080001066079,NORGESGRUPPEN 179,59.96380418,10.73333998,59.9505559,10.6932662
kiwi::7080001214494,NORGESGRUPPEN 89,59.94716992,10.73207937,59.9505737,10.6934487
kiwi::7080001214494,NORGESGRUPPEN 102,59.94716992,10.73207937,59.9503607,10.692685
kiwi::7080001214494,NORGESGRUPPEN 177,59.94716992,10.73207937,59.9503852,10.6946383
kiwi::7080001214494,NORGESGRUPPEN 178,59.94716992,10.73207937,59.9501045,10.6940888
kiwi::7080001214494,NORGESGRUPPEN 179,59.94716992,10.73207937,59.9505559,10.6932662
kiwi::7080001255459,NORGESGRUPPEN 89,59.94081632,10.72913924,59.9505737,10.6934487
kiwi::7080001255459,NORGESGRUPPEN 102,59.94081632,10.72913924,59.9503607,10.692685
kiwi::7080001255459,NORGESGRUPPEN 177,59.94081632,10.72913924,59.9503852,10.6946383
kiwi::7080001255459,NORGESGRUPPEN 178,59.94081632,10.72913924,59.9501045,10.6940888
kiwi::7080001255459,NORGESGRUPPEN 179,59.94081632,10.72913924,59.9505559,10.6932662
kiwi::7080001375409,NORGESGRUPPEN 89,59.95029856,10.69261812,59.9505737,10.6934487
kiwi::7080001375409,NORGESGRUPPEN 102,59.95029856,10.69261812,59.9503607,10.692685
kiwi::7080001375409,NORGESGRUPPEN 177,59.95029856,10.69261812,59.9503852,10.6946383
kiwi::7080001375409,NORGESGRUPPEN 178,59.95029856,10.69261812,59.9501045,10.6940888
kiwi::7080001375409,NORGESGRUPPEN 179,59.95029856,10.69261812,59.9505559,10.6932662
coop::2427,COOP 53,63.4310542,10.3602037,63.4294216,10.3684208
coop::2427,COOP 54,63.4310542,10.3602037,63.4293957,10.3680391
coop::2427,COOP 76,63.4310542,10.3602037,63.4514105,10.3101313
coop::2427,COOP 99,63.4310542,10.3602037,63.4293867,10.3679135
coop::2427,COOP 258,63.4310542,10.3602037,63.4311303,10.3612839
rema::1499468,REMA 21,59.92189894,10.95377057,59.9274826,10.9668441
rema::1499468,REMA 22,59.92189894,10.95377057,59.9278413,10.9613027
rema::1765647,REMA 21,59.927111,10.962492,59.9274826,10.9668441
rema::1765647,REMA 22,59.927111,10.962492,59.9278413,10.9613027
rema::2043447,REMA 21,59.94412521,10.95058839,59.9274826,10.9668441
rema::2043447,REMA 22,59.94412521,10.95058839,59.9278413,10.9613027
rema::2088005,REMA 21,59.91741,10.957349,59.9274826,10.9668441
rema::2088005,REMA 22,59.91741,10.957349,59.9278413,10.9613027
coop::4371,COOP 120,59.98704,11.243714,59.9873401,11.2466967
coop::4371,COOP 121,59.98704,11.243714,59.987272,11.2466757
coop::4371,COOP 122,59.98704,11.243714,59.9871272,11.2468884
coop::4371,COOP 123,59.98704,11.243714,59.9872234,11.2467467
coop::4371,COOP 124,59.98704,11.243714,59.98706,11.2472282
coop::4371,COOP 125,59.98704,11.243714,59.987102,11.2474332
coop::1357,COOP 47,58.5000525,8.8649991,58.4381555,8.798909
coop::1358,COOP 47,58.4636242,8.8216151,58.4381555,8.798909
coop::2254,COOP 47,58.4644818,8.7100787,58.4381555,8.798909
coop::2609,COOP 47,58.466711,8.717652,58.4381555,8.798909
coop::4509,COOP 47,58.550931,8.972199,58.4381555,8.798909
coop::4566,COOP 47,58.454511,8.747336,58.4381555,8.798909
coop::4733,COOP 47,58.4688585,8.7876095,58.4381555,8.798909
coop::4736,COOP 47,58.483588,8.8648455,58.4381555,8.798909
coop::4738,COOP 47,58.4583278,8.7549278,58.4381555,8.798909
joker::7080000978762,NORGESGRUPPEN 50,58.445964,8.75673538,58.4937085,8.8436701
joker::7080000978762,NORGESGRUPPEN 71,58.445964,8.75673538,58.4179787,8.7014838
joker::7080000978762,NORGESGRUPPEN 72,58.445964,8.75673538,58.4949188,8.8485968
joker::7080000978762,NORGESGRUPPEN 73,58.445964,8.75673538,58.4953974,8.8500413000000009
joker::7080000978762,NORGESGRUPPEN 74,58.445964,8.75673538,58.4954668,8.849478
joker::7080000978762,NORGESGRUPPEN 75,58.445964,8.75673538,58.4954668,8.849478
joker::7080001134150,NORGESGRUPPEN 50,58.4094986,8.63888751,58.4937085,8.8436701
joker::7080001134150,NORGESGRUPPEN 71,58.4094986,8.63888751,58.4179787,8.7014838
joker::7080001134150,NORGESGRUPPEN 72,58.4094986,8.63888751,58.4949188,8.8485968
joker::7080001134150,NORGESGRUPPEN 73,58.4094986,8.63888751,58.4953974,8.8500413000000009
joker::7080001134150,NORGESGRUPPEN 74,58.4094986,8.63888751,58.4954668,8.849478
joker::7080001134150,NORGESGRUPPEN 75,58.4094986,8.63888751,58.4954668,8.849478
joker::7080003619068,NORGESGRUPPEN 50,58.45642092,8.8186426,58.4937085,8.8436701
joker::7080003619068,NORGESGRUPPEN 71,58.45642092,8.8186426,58.4179787,8.7014838
joker::7080003619068,NORGESGRUPPEN 72,58.45642092,8.8186426,58.4949188,8.8485968
joker::7080003619068,NORGESGRUPPEN 73,58.45642092,8.8186426,58.4953974,8.8500413000000009
joker::7080003619068,NORGESGRUPPEN 74,58.45642092,8.8186426,58.4954668,8.849478
joker::7080003619068,NORGESGRUPPEN 75,58.45642092,8.8186426,58.4954668,8.849478
kiwi::7080001080631,NORGESGRUPPEN 50,58.41644735,8.7011182,58.4937085,8.8436701
kiwi::7080001080631,NORGESGRUPPEN 71,58.41644735,8.7011182,58.4179787,8.7014838
kiwi::7080001080631,NORGESGRUPPEN 72,58.41644735,8.7011182,58.4949188,8.8485968
kiwi::7080001080631,NORGESGRUPPEN 73,58.41644735,8.7011182,58.4953974,8.8500413000000009
kiwi::7080001080631,NORGESGRUPPEN 74,58.41644735,8.7011182,58.4954668,8.849478
kiwi::7080001080631,NORGESGRUPPEN 75,58.41644735,8.7011182,58.4954668,8.849478
kiwi::7080001082222,NORGESGRUPPEN 50,58.45990198,8.76626774,58.4937085,8.8436701
kiwi::7080001082222,NORGESGRUPPEN 71,58.45990198,8.76626774,58.4179787,8.7014838
kiwi::7080001082222,NORGESGRUPPEN 72,58.45990198,8.76626774,58.4949188,8.8485968
kiwi::7080001082222,NORGESGRUPPEN 73,58.45990198,8.76626774,58.4953974,8.8500413000000009
kiwi::7080001082222,NORGESGRUPPEN 74,58.45990198,8.76626774,58.4954668,8.849478
kiwi::7080001082222,NORGESGRUPPEN 75,58.45990198,8.76626774,58.4954668,8.849478
kiwi::7080001087166,NORGESGRUPPEN 50,58.46187056,8.75254771,58.4937085,8.8436701
kiwi::7080001087166,NORGESGRUPPEN 71,58.46187056,8.75254771,58.4179787,8.7014838
kiwi::7080001087166,NORGESGRUPPEN 72,58.46187056,8.75254771,58.4949188,8.8485968
kiwi::7080001087166,NORGESGRUPPEN 73,58.46187056,8.75254771,58.4953974,8.8500413000000009
kiwi::7080001087166,NORGESGRUPPEN 74,58.46187056,8.75254771,58.4954668,8.849478
kiwi::7080001087166,NORGESGRUPPEN 75,58.46187056,8.75254771,58.4954668,8.849478
kiwi::7080001172428,NORGESGRUPPEN 50,58.46773473,8.72080778,58.4937085,8.8436701
kiwi::7080001172428,NORGESGRUPPEN 71,58.46773473,8.72080778,58.4179787,8.7014838
kiwi::7080001172428,NORGESGRUPPEN 72,58.46773473,8.72080778,58.4949188,8.8485968
kiwi::7080001172428,NORGESGRUPPEN 73,58.46773473,8.72080778,58.4953974,8.8500413000000009
kiwi::7080001172428,NORGESGRUPPEN 74,58.46773473,8.72080778,58.4954668,8.849478
kiwi::7080001172428,NORGESGRUPPEN 75,58.46773473,8.72080778,58.4954668,8.849478
kiwi::7080001214777,NORGESGRUPPEN 50,58.47413085,8.77402619,58.4937085,8.8436701
kiwi::7080001214777,NORGESGRUPPEN 71,58.47413085,8.77402619,58.4179787,8.7014838
kiwi::7080001214777,NORGESGRUPPEN 72,58.47413085,8.77402619,58.4949188,8.8485968
kiwi::7080001214777,NORGESGRUPPEN 73,58.47413085,8.77402619,58.4953974,8.8500413000000009
kiwi::7080001214777,NORGESGRUPPEN 74,58.47413085,8.77402619,58.4954668,8.849478
kiwi::7080001214777,NORGESGRUPPEN 75,58.47413085,8.77402619,58.4954668,8.849478
kiwi::7080001227777,NORGESGRUPPEN 50,58.49481102,8.84870271,58.4937085,8.8436701
kiwi::7080001227777,NORGESGRUPPEN 71,58.49481102,8.84870271,58.4179787,8.7014838
kiwi::7080001227777,NORGESGRUPPEN 72,58.49481102,8.84870271,58.4949188,8.8485968
kiwi::7080001227777,NORGESGRUPPEN 73,58.49481102,8.84870271,58.4953974,8.8500413000000009
kiwi::7080001227777,NORGESGRUPPEN 74,58.49481102,8.84870271,58.4954668,8.849478
kiwi::7080001227777,NORGESGRUPPEN 75,58.49481102,8.84870271,58.4954668,8.849478
kiwi::7080001343453,NORGESGRUPPEN 50,58.43886907,8.70804266,58.4937085,8.8436701
kiwi::7080001343453,NORGESGRUPPEN 71,58.43886907,8.70804266,58.4179787,8.7014838
kiwi::7080001343453,NORGESGRUPPEN 72,58.43886907,8.70804266,58.4949188,8.8485968
kiwi::7080001343453,NORGESGRUPPEN 73,58.43886907,8.70804266,58.4953974,8.8500413000000009
kiwi::7080001343453,NORGESGRUPPEN 74,58.43886907,8.70804266,58.4954668,8.849478
kiwi::7080001343453,NORGESGRUPPEN 75,58.43886907,8.70804266,58.4954668,8.849478
kiwi::7080001433772,NORGESGRUPPEN 50,58.47342283,8.815821006,58.4937085,8.8436701
kiwi::7080001433772,NORGESGRUPPEN 71,58.47342283,8.815821006,58.4179787,8.7014838
kiwi::7080001433772,NORGESGRUPPEN 72,58.47342283,8.815821006,58.4949188,8.8485968
kiwi::7080001433772,NORGESGRUPPEN 73,58.47342283,8.815821006,58.4953974,8.8500413000000009
kiwi::7080001433772,NORGESGRUPPEN 74,58.47342283,8.815821006,58.4954668,8.849478
kiwi::7080001433772,NORGESGRUPPEN 75,58.47342283,8.815821006,58.4954668,8.849478
meny::7080001022419,NORGESGRUPPEN 50,58.45855401,8.71229289,58.4937085,8.8436701
meny::7080001022419,NORGESGRUPPEN 71,58.45855401,8.71229289,58.4179787,8.7014838
meny::7080001022419,NORGESGRUPPEN 72,58.45855401,8.71229289,58.4949188,8.8485968
meny::7080001022419,NORGESGRUPPEN 73,58.45855401,8.71229289,58.4953974,8.8500413000000009
meny::7080001022419,NORGESGRUPPEN 74,58.45855401,8.71229289,58.4954668,8.849478
meny::7080001022419,NORGESGRUPPEN 75,58.45855401,8.71229289,58.4954668,8.849478
meny::7080001080839,NORGESGRUPPEN 50,58.4729126,8.8142204,58.4937085,8.8436701
meny::7080001080839,NORGESGRUPPEN 71,58.4729126,8.8142204,58.4179787,8.7014838
meny::7080001080839,NORGESGRUPPEN 72,58.4729126,8.8142204,58.4949188,8.8485968
meny::7080001080839,NORGESGRUPPEN 73,58.4729126,8.8142204,58.4953974,8.8500413000000009
meny::7080001080839,NORGESGRUPPEN 74,58.4729126,8.8142204,58.4954668,8.849478
meny::7080001080839,NORGESGRUPPEN 75,58.4729126,8.8142204,58.4954668,8.849478
meny::7080001271985,NORGESGRUPPEN 50,58.47431968,8.74708784,58.4937085,8.8436701
meny::7080001271985,NORGESGRUPPEN 71,58.47431968,8.74708784,58.4179787,8.7014838
meny::7080001271985,NORGESGRUPPEN 72,58.47431968,8.74708784,58.4949188,8.8485968
meny::7080001271985,NORGESGRUPPEN 73,58.47431968,8.74708784,58.4953974,8.8500413000000009
meny::7080001271985,NORGESGRUPPEN 74,58.47431968,8.74708784,58.4954668,8.849478
meny::7080001271985,NORGESGRUPPEN 75,58.47431968,8.74708784,58.4954668,8.849478
spar::7080003998590,NORGESGRUPPEN 50,58.45949212,8.76346047,58.4937085,8.8436701
spar::7080003998590,NORGESGRUPPEN 71,58.45949212,8.76346047,58.4179787,8.7014838
spar::7080003998590,NORGESGRUPPEN 72,58.45949212,8.76346047,58.4949188,8.8485968
spar::7080003998590,NORGESGRUPPEN 73,58.45949212,8.76346047,58.4953974,8.8500413000000009
spar::7080003998590,NORGESGRUPPEN 74,58.45949212,8.76346047,58.4954668,8.849478
spar::7080003998590,NORGESGRUPPEN 75,58.45949212,8.76346047,58.4954668,8.849478
joker::7080001350000,NORGESGRUPPEN 50,58.43482722,8.70064559,58.4937085,8.8436701
joker::7080001350000,NORGESGRUPPEN 71,58.43482722,8.70064559,58.4179787,8.7014838
joker::7080001350000,NORGESGRUPPEN 72,58.43482722,8.70064559,58.4949188,8.8485968
joker::7080001350000,NORGESGRUPPEN 73,58.43482722,8.70064559,58.4953974,8.8500413000000009
joker::7080001350000,NORGESGRUPPEN 74,58.43482722,8.70064559,58.4954668,8.849478
joker::7080001350000,NORGESGRUPPEN 75,58.43482722,8.70064559,58.4954668,8.849478
meny::7080001097073,NORGESGRUPPEN 50,58.45948631,8.76328622,58.4937085,8.8436701
meny::7080001097073,NORGESGRUPPEN 71,58.45948631,8.76328622,58.4179787,8.7014838
meny::7080001097073,NORGESGRUPPEN 72,58.45948631,8.76328622,58.4949188,8.8485968
meny::7080001097073,NORGESGRUPPEN 73,58.45948631,8.76328622,58.4953974,8.8500413000000009
meny::7080001097073,NORGESGRUPPEN 74,58.45948631,8.76328622,58.4954668,8.849478
meny::7080001097073,NORGESGRUPPEN 75,58.45948631,8.76328622,58.4954668,8.849478
joker::7080000220762,NORGESGRUPPEN 8,59.76327663,9.9236914,59.7734264,9.88533
joker::7080000220762,NORGESGRUPPEN 9,59.76327663,9.9236914,59.7734264,9.88533
joker::7080000220762,NORGESGRUPPEN 10,59.76327663,9.9236914,59.7734264,9.88533
joker::7080001352196,NORGESGRUPPEN 8,59.69602976,9.79560938,59.7734264,9.88533
joker::7080001352196,NORGESGRUPPEN 9,59.69602976,9.79560938,59.7734264,9.88533
joker::7080001352196,NORGESGRUPPEN 10,59.69602976,9.79560938,59.7734264,9.88533
kiwi::7080000004812,NORGESGRUPPEN 8,59.77150526,9.88186068,59.7734264,9.88533
kiwi::7080000004812,NORGESGRUPPEN 9,59.77150526,9.88186068,59.7734264,9.88533
kiwi::7080000004812,NORGESGRUPPEN 10,59.77150526,9.88186068,59.7734264,9.88533
kiwi::7080000008155,NORGESGRUPPEN 8,59.73451233,9.86937918,59.7734264,9.88533
kiwi::7080000008155,NORGESGRUPPEN 9,59.73451233,9.86937918,59.7734264,9.88533
kiwi::7080000008155,NORGESGRUPPEN 10,59.73451233,9.86937918,59.7734264,9.88533
kiwi::7080001112943,NORGESGRUPPEN 8,59.77261564,9.90865381,59.7734264,9.88533
kiwi::7080001112943,NORGESGRUPPEN 9,59.77261564,9.90865381,59.7734264,9.88533
kiwi::7080001112943,NORGESGRUPPEN 10,59.77261564,9.90865381,59.7734264,9.88533
kiwi::7080001444600,NORGESGRUPPEN 8,59.78014011,9.92295667,59.7734264,9.88533
kiwi::7080001444600,NORGESGRUPPEN 9,59.78014011,9.92295667,59.7734264,9.88533
kiwi::7080001444600,NORGESGRUPPEN 10,59.78014011,9.92295667,59.7734264,9.88533
spar::7080000547715,NORGESGRUPPEN 8,59.76807457,9.90959843,59.7734264,9.88533
spar::7080000547715,NORGESGRUPPEN 9,59.76807457,9.90959843,59.7734264,9.88533
spar::7080000547715,NORGESGRUPPEN 10,59.76807457,9.90959843,59.7734264,9.88533
spar::7080000984381,NORGESGRUPPEN 8,59.76126204,9.90376413,59.7734264,9.88533
spar::7080000984381,NORGESGRUPPEN 9,59.76126204,9.90376413,59.7734264,9.88533
spar::7080000984381,NORGESGRUPPEN 10,59.76126204,9.90376413,59.7734264,9.88533
joker::7080001108564,NORGESGRUPPEN 15,60.68419442,5.22951613,60.7225447,5.2152432
joker::7080001108564,NORGESGRUPPEN 17,60.68419442,5.22951613,60.7393487,5.1609664
joker::7080001108564,NORGESGRUPPEN 18,60.68419442,5.22951613,60.7396026,5.1612642
kiwi::7080000389278,NORGESGRUPPEN 15,60.51756224,5.23993403,60.7225447,5.2152432
kiwi::7080000389278,NORGESGRUPPEN 17,60.51756224,5.23993403,60.7393487,5.1609664
kiwi::7080000389278,NORGESGRUPPEN 18,60.51756224,5.23993403,60.7396026,5.1612642
kiwi::7080001044169,NORGESGRUPPEN 15,60.56150196,5.250591,60.7225447,5.2152432
kiwi::7080001044169,NORGESGRUPPEN 17,60.56150196,5.250591,60.7393487,5.1609664
kiwi::7080001044169,NORGESGRUPPEN 18,60.56150196,5.250591,60.7396026,5.1612642
kiwi::7080001082727,NORGESGRUPPEN 15,60.73947729,5.16068699,60.7225447,5.2152432
kiwi::7080001082727,NORGESGRUPPEN 17,60.73947729,5.16068699,60.7393487,5.1609664
kiwi::7080001082727,NORGESGRUPPEN 18,60.73947729,5.16068699,60.7396026,5.1612642
kiwi::7080001381394,NORGESGRUPPEN 15,60.54609961,5.29093183,60.7225447,5.2152432
kiwi::7080001381394,NORGESGRUPPEN 17,60.54609961,5.29093183,60.7393487,5.1609664
kiwi::7080001381394,NORGESGRUPPEN 18,60.54609961,5.29093183,60.7396026,5.1612642
kiwi::7080001463601,NORGESGRUPPEN 15,60.53071,5.156533,60.7225447,5.2152432
kiwi::7080001463601,NORGESGRUPPEN 17,60.53071,5.156533,60.7393487,5.1609664
kiwi::7080001463601,NORGESGRUPPEN 18,60.53071,5.156533,60.7396026,5.1612642
meny::7080003262981,NORGESGRUPPEN 15,60.54704371,5.28616954,60.7225447,5.2152432
meny::7080003262981,NORGESGRUPPEN 17,60.54704371,5.28616954,60.7393487,5.1609664
meny::7080003262981,NORGESGRUPPEN 18,60.54704371,5.28616954,60.7396026,5.1612642
nærbutikken::7080000016181,NORGESGRUPPEN 15,60.65931172,5.35093899,60.7225447,5.2152432
nærbutikken::7080000016181,NORGESGRUPPEN 17,60.65931172,5.35093899,60.7393487,5.1609664
nærbutikken::7080000016181,NORGESGRUPPEN 18,60.65931172,5.35093899,60.7396026,5.1612642
nærbutikken::7080000033478,NORGESGRUPPEN 15,60.665627,5.11546648,60.7225447,5.2152432
nærbutikken::7080000033478,NORGESGRUPPEN 17,60.665627,5.11546648,60.7393487,5.1609664
nærbutikken::7080000033478,NORGESGRUPPEN 18,60.665627,5.11546648,60.7396026,5.1612642
nærbutikken::7080001193201,NORGESGRUPPEN 15,60.7005817,5.32618248,60.7225447,5.2152432
nærbutikken::7080001193201,NORGESGRUPPEN 17,60.7005817,5.32618248,60.7393487,5.1609664
nærbutikken::7080001193201,NORGESGRUPPEN 18,60.7005817,5.32618248,60.7396026,5.1612642
rema::1108461,REMA 2,60.54615066,5.28694347,60.5190161,5.2421712
rema::1108461,REMA 3,60.54615066,5.28694347,60.5190161,5.2421712
rema::1291873,REMA 2,60.73815843,5.16047302,60.5190161,5.2421712
rema::1291873,REMA 3,60.73815843,5.16047302,60.5190161,5.2421712
rema::285543,REMA 2,60.5181012,5.24123687,60.5190161,5.2421712
rema::285543,REMA 3,60.5181012,5.24123687,60.5190161,5.2421712
rema::385791,REMA 2,60.64131965,5.04505472,60.5190161,5.2421712
rema::385791,REMA 3,60.64131965,5.04505472,60.5190161,5.2421712
rema::969149,REMA 2,60.62631395,5.47307574,60.5190161,5.2421712
rema::969149,REMA 3,60.62631395,5.47307574,60.5190161,5.2421712
spar::7080000909896,NORGESGRUPPEN 15,60.61174081,5.27828196,60.7225447,5.2152432
spar::7080000909896,NORGESGRUPPEN 17,60.61174081,5.27828196,60.7393487,5.1609664
spar::7080000909896,NORGESGRUPPEN 18,60.61174081,5.27828196,60.7396026,5.1612642
spar::7080003294531,NORGESGRUPPEN 15,60.55597537,5.27018716,60.7225447,5.2152432
spar::7080003294531,NORGESGRUPPEN 17,60.55597537,5.27018716,60.7393487,5.1609664
spar::7080003294531,NORGESGRUPPEN 18,60.55597537,5.27018716,60.7396026,5.1612642
kiwi::7080000894291,NORGESGRUPPEN 15,60.54834039,5.28744351,60.7225447,5.2152432
kiwi::7080000894291,NORGESGRUPPEN 17,60.54834039,5.28744351,60.7393487,5.1609664
kiwi::7080000894291,NORGESGRUPPEN 18,60.54834039,5.28744351,60.7396026,5.1612642
coop::4570,COOP 126,60.3955446,5.3190424,60.3936513,5.3276934
coop::4570,COOP 127,60.3955446,5.3190424,60.3937505,5.327767
coop::4570,COOP 128,60.3955446,5.3190424,60.3937928,5.3278454
coop::4570,COOP 129,60.3955446,5.3190424,60.3937275,5.3281331
coop::4571,COOP 126,60.389239,5.3318142,60.3936513,5.3276934
coop::4571,COOP 127,60.389239,5.3318142,60.3937505,5.327767
coop::4571,COOP 128,60.389239,5.3318142,60.3937928,5.3278454
coop::4571,COOP 129,60.389239,5.3318142,60.3937275,5.3281331
coop::4572,COOP 126,60.390091,5.321634,60.3936513,5.3276934
coop::4572,COOP 127,60.390091,5.321634,60.3937505,5.327767
coop::4572,COOP 128,60.390091,5.321634,60.3937928,5.3278454
coop::4572,COOP 129,60.390091,5.321634,60.3937275,5.3281331
coop::4574,COOP 126,60.392113,5.330169,60.3936513,5.3276934
coop::4574,COOP 127,60.392113,5.330169,60.3937505,5.327767
coop::4574,COOP 128,60.392113,5.330169,60.3937928,5.3278454
coop::4574,COOP 129,60.392113,5.330169,60.3937275,5.3281331
coop::4936,COOP 126,60.389216,5.32509,60.3936513,5.3276934
coop::4936,COOP 127,60.389216,5.32509,60.3937505,5.327767
coop::4936,COOP 128,60.389216,5.32509,60.3937928,5.3278454
coop::4936,COOP 129,60.389216,5.32509,60.3937275,5.3281331
coop::4947,COOP 126,60.3986261,5.324291,60.3936513,5.3276934
coop::4947,COOP 127,60.3986261,5.324291,60.3937505,5.327767
coop::4947,COOP 128,60.3986261,5.324291,60.3937928,5.3278454
