;vegnr;vegkategori;Antall siffer;bbox
1363;FV3396;F;4;7.954,59.4035,8.0196,59.4132
1364;FV3398;F;4;8.0004,59.3751,8.04,59.4082
1365;FV34;F;2;10.2478,60.3992,10.5512,60.7827
1366;FV3400;F;4;8.3009,59.4022,8.4927,59.4919
1367;FV3402;F;4;8.1554,59.4237,8.1881,59.4913
1368;FV3404;F;4;8.1186,59.4433,8.1578,59.4785
1369;FV3406;F;4;7.9531,59.4765,8.0165,59.5461
1370;FV3408;F;4;7.8043,59.4646,7.9474,59.6226
1371;FV3410;F;4;8.1062,59.4989,8.2025,59.6938
1372;FV3412;F;4;8.006,59.5717,8.1894,59.5875
1373;FV3414;F;4;8.0294,59.6711,8.0547,59.6965
1374;FV3416;F;4;8.1042,59.771,8.2299,59.8342
1375;FV3418;F;4;8.6808,59.6028,8.7052,59.6228
1376;FV3420;F;4;8.5467,59.5174,8.7135,59.6039
1377;FV3422;F;4;8.1968,59.5681,8.5467,59.6464
1378;FV3424;F;4;8.3727,59.5635,8.4895,59.5916
1379;FV3428;F;4;8.6,59.7475,8.7898,59.8164
1380;FV3430;F;4;8.6757,59.6136,8.9486,59.8885
1381;FV3432;F;4;8.8178,59.9954,8.8499,60.0491
1382;FV3434;F;4;8.6418,59.9957,8.7481,60.0816
1383;FV3436;F;4;8.6257,59.9881,8.7354,60.0149
1384;FV3438;F;4;9.0746,58.6823,9.2094,58.6923
1385;FV3440;F;4;9.0703,58.722,9.0731,58.7259
1386;FV3442;F;4;8.999,58.6885,9.0385,58.7319
1387;FV3444;F;4;9.0627,58.7482,9.0695,58.7539
1388;FV3446;F;4;9.0762,58.7528,9.0799,58.762
1389;FV3448;F;4;9.0789,58.7611,9.1321,58.7888
1390;FV3450;F;4;9.2367,58.7571,9.2761,58.7757
1391;FV3452;F;4;9.2112,58.7178,9.2444,58.7289
1392;FV3454;F;4;9.1802,58.7108,9.2213,58.7171
1393;FV3456;F;4;9.0383,58.725,9.0463,58.7303
1394;FV3458;F;4;8.9714,58.6677,9.0604,58.7218
1395;FV3460;F;4;9.1417,58.6679,9.1453,58.6896
1396;FV3462;F;4;8.9254,58.6462,9.0711,58.6814
1397;FV3464;F;4;9.0997,58.6441,9.1244,58.6494
1398;FV3466;F;4;9.1238,58.6478,9.1414,58.6523
1399;FV3468;F;4;8.8563,58.6298,8.871,58.6427
1400;FV3470;F;4;8.9134,58.6503,8.9358,58.6623
1401;FV3472;F;4;8.9015,58.6411,8.9283,58.6486
1402;FV3474;F;4;9.0484,58.6264,9.0791,58.63
1403;FV3476;F;4;9.0389,58.6245,9.0456,58.641
1404;FV3478;F;4;8.9827,58.5693,9.0154,58.6067
1405;FV3480;F;4;9.0154,58.5836,9.0257,58.5847
1406;FV3482;F;4;8.8696,58.602,8.8731,58.6069
1407;FV3484;F;4;8.8497,58.6188,8.8782,58.6277
1408;FV3487;F;4;8.7567,58.4664,8.7812,58.4798
1409;FV3488;F;4;8.7705,58.4638,8.7985,58.4738
1410;FV349;F;3;10.8071,59.3225,10.8701,59.3478
1411;FV3490;F;4;8.7878,58.4663,8.7888,58.4686
1412;FV3492;F;4;8.7501,58.4628,8.7574,58.4664
1413;FV3494;F;4;8.9005,58.52,8.989,58.574
1414;FV3496;F;4;8.821,58.5235,8.8816,58.5635
1415;FV3497;F;4;8.799,58.4994,8.8047,58.502
1416;FV3498;F;4;8.7932,58.4938,8.8442,58.5257
1417;FV35;F;2;9.8627,59.2905,10.4052,59.7493
1418;FV3500;F;4;8.8059,58.5255,8.8488,58.5393
1419;FV3502;F;4;8.8617,58.4983,8.8749,58.506
1420;FV3504;F;4;8.953,58.5515,8.9728,58.5578
1421;FV3506;F;4;8.7105,58.4752,8.7434,58.5008
1422;FV3508;F;4;8.7366,58.4827,8.7602,58.5029
1423;FV351;F;3;9.0801,58.7465,9.4215,58.896
1424;FV3510;F;4;8.7238,58.4933,8.7405,58.5069
1425;FV3512;F;4;8.8257,58.5005,8.8393,58.5068
1426;FV3514;F;4;8.8473,58.5037,8.8536,58.5122
1427;FV3516;F;4;8.8362,58.5068,8.8473,58.5107
1428;FV3518;F;4;8.8685,58.4995,8.8827,58.5059
1429;FV352;F;3;9.693,59.0005,9.7497,59.045
1430;FV3520;F;4;8.8426,58.4863,8.8558,58.4968
1431;FV3522;F;4;8.9737,58.5407,8.9768,58.5458
1432;FV3524;F;4;8.9794,58.5571,8.9993,58.5625
1433;FV3526;F;4;8.9397,58.5492,8.9539,58.5598
1434;FV3528;F;4;8.8809,58.5145,8.8866,58.5239
1435;FV353;F;3;9.507,59.0402,9.6753,59.1737
1436;FV3530;F;4;8.8279,58.5128,8.8383,58.5318
1437;FV3532;F;4;8.7423,58.5106,8.7791,58.5382
1438;FV3534;F;4;8.7027,58.4396,8.7149,58.4645
1439;FV3536;F;4;8.6211,58.4382,8.7028,58.4498
1440;FV3538;F;4;8.6269,58.4089,8.6443,58.4418
1441;FV354;F;3;9.6824,59.0749,9.6899,59.0988
1442;FV3540;F;4;8.6285,58.4627,8.6762,58.478
1443;FV3542;F;4;8.6745,58.4496,8.6994,58.4774
1444;FV3544;F;4;8.7164,58.4698,8.736,58.4834
1445;FV3546;F;4;8.6798,58.4057,8.6976,58.4113
1446;FV3548;F;4;8.7002,58.4227,8.7106,58.4341
1447;FV355;F;3;8.0745,58.9719,8.5226,59.3637
1448;FV3550;F;4;8.7117,58.4254,8.7202,58.4316
1449;FV3552;F;4;8.7004,58.4133,8.7143,58.4229
1450;FV3554;F;4;8.6082,58.4167,8.6225,58.4207
1451;FV3556;F;4;8.6496,58.4129,8.671,58.4312
1452;FV3558;F;4;8.743,58.4463,8.7437,58.4512
1453;FV356;F;3;9.1274,59.0306,9.6657,59.1445
1454;FV3560;F;4;8.676,58.478,8.6919,58.4925
1455;FV3562;F;4;8.6236,58.4687,8.6253,58.47
1456;FV3564;F;4;8.7848,58.4379,8.8117,58.4567
1457;FV3566;F;4;8.8165,58.448,8.868,58.4706
1458;FV3568;F;4;8.8802,58.4835,8.9,58.4862
1459;FV357;F;3;9.5218,59.1917,9.606,59.2151
1460;FV3570;F;4;8.8967,58.4816,8.9091,58.4853
1461;FV3572;F;4;8.8611,58.4701,8.882,58.4773
1462;FV3574;F;4;8.8455,58.468,8.8519,58.4761
1463;FV3576;F;4;8.7986,58.4571,8.8091,58.4654
1464;FV3578;F;4;8.787,58.4457,8.793,58.4553
1465;FV358;F;3;8.5242,59.0048,8.8871,59.1061
1466;FV3580;F;4;8.843,58.4433,8.8509,58.4486
1467;FV3582;F;4;8.8201,58.4587,8.8271,58.4667
1468;FV3584;F;4;8.7452,58.4388,8.7784,58.4518
1469;FV3586;F;4;8.7417,58.4332,8.7686,58.4515
1470;FV3588;F;4;8.7469,58.4233,8.7739,58.4332
1471;FV359;F;3;9.0411,59.2797,9.2716,59.4129
1472;FV3590;F;4;8.7486,58.435,8.7628,58.4512
1473;FV3592;F;4;8.7316,58.425,8.7501,58.4333
1474;FV3594;F;4;8.7208,58.4318,8.7318,58.4369
1475;FV3596;F;4;8.3377,58.3269,8.5559,58.356
1476;FV3598;F;4;8.5229,58.341,8.5301,58.3505
1477;FV360;F;3;9.1657,59.3839,9.3385,59.5618
1478;FV3600;F;4;8.5299,58.3471,8.6176,58.3703
1479;FV3602;F;4;8.5918,58.3559,8.643,58.4074
1480;FV3604;F;4;8.6749,58.3798,8.7063,58.4
1481;FV3606;F;4;8.4338,58.3982,8.5124,58.5204
1482;FV3608;F;4;8.4672,58.2706,8.4988,58.288
1483;FV361;F;3;9.004,59.6105,9.0252,59.6886
1484;FV3610;F;4;8.4986,58.2615,8.5109,58.2768
1485;FV3612;F;4;8.5108,58.2686,8.5228,58.2815
1486;FV3614;F;4;8.5055,58.2711,8.5095,58.2801
1487;FV3616;F;4;8.5343,58.2979,8.5425,58.3187
1488;FV3618;F;4;8.4396,58.3286,8.4554,58.3419
1489;FV362;F;3;7.5648,59.6947,8.0631,59.7837
1490;FV3620;F;4;8.6036,58.3386,8.6385,58.3636
1491;FV3622;F;4;8.5455,58.3187,8.5822,58.3358
1492;FV3624;F;4;8.5707,58.3395,8.5842,58.3462
1493;FV3626;F;4;8.7063,58.3882,8.7211,58.3905
1494;FV3628;F;4;8.6915,58.3919,8.698,58.3936
1495;FV363;F;3;9.2811,58.8866,9.6802,59.0354
1496;FV3630;F;4;8.6508,58.386,8.679,58.3969
1497;FV3632;F;4;8.6207,58.3884,8.6501,58.3922
1498;FV3634;F;4;8.6439,58.3841,8.6508,58.4018
1499;FV3636;F;4;8.5464,58.3437,8.5561,58.3472
1500;FV3638;F;4;8.5967,58.4066,8.5996,58.4147
1501;FV364;F;3;8.7333,59.7265,9.1652,59.997
1502;FV3640;F;4;8.563,58.3241,8.5752,58.3381
1503;FV3642;F;4;8.2083,58.1137,8.2181,58.1638
1504;FV3644;F;4;8.2117,58.1281,8.2449,58.1435
1505;FV3646;F;4;8.2401,58.1392,8.2504,58.1431
1506;FV3648;F;4;8.2177,58.152,8.2405,58.1598
1507;FV3650;F;4;8.2141,58.164,8.221,58.1721
1508;FV3652;F;4;8.2437,58.1611,8.2692,58.172
1509;FV3654;F;4;8.2405,58.1776,8.2818,58.1818
1510;FV3656;F;4;8.256,58.1886,8.2941,58.1951
1511;FV3658;F;4;8.1793,58.2093,8.2549,58.2798
1512;FV3660;F;4;8.2898,58.2168,8.3053,58.2368
1513;FV3662;F;4;8.3191,58.2381,8.3341,58.2497
1514;FV3664;F;4;8.3378,58.1964,8.3762,58.2382
1515;FV3666;F;4;8.3538,58.2359,8.3598,58.2387
1516;FV3668;F;4;8.3558,58.241,8.3642,58.2472
1517;FV3670;F;4;8.3642,58.2423,8.3767,58.2584
1518;FV3672;F;4;8.3759,58.2494,8.393,58.2617
1519;FV3674;F;4;8.3898,58.2562,8.4114,58.2694
1520;FV3676;F;4;8.3993,58.2437,8.4241,58.2575
1521;FV3678;F;4;8.3902,58.2633,8.4121,58.2705
1522;FV3680;F;4;8.4099,58.2631,8.4214,58.2651
1523;FV3682;F;4;9.019,58.8782,9.0488,58.8892
1524;FV3684;F;4;8.9936,58.8831,9.0129,58.8871
1525;FV3686;F;4;8.9827,58.8892,9.0363,58.9012
1526;FV3688;F;4;9.0871,58.8381,9.1692,58.8766
1527;FV3690;F;4;9.0788,58.8102,9.0866,58.812
1528;FV3692;F;4;9.0788,58.7986,9.1091,58.8058
1529;FV3694;F;4;9.0211,58.8854,9.0555,58.8913
1530;FV3696;F;4;9.1109,58.8395,9.1122,58.8445
1531;FV3698;F;4;8.6258,58.6939,8.7445,58.7267
1532;FV37;F;2;7.9887,59.5697,9.6028,59.9383
1533;FV3700;F;4;8.7771,58.7188,8.859,58.7603
1534;FV3702;F;4;8.8521,58.7991,8.8869,58.8373
1535;FV3704;F;4;8.8128,58.6588,8.8253,58.6736
1536;FV3706;F;4;8.0511,58.7148,8.303,58.8718
1537;FV3708;F;4;8.6797,58.6361,8.7122,58.6893
1538;FV3710;F;4;8.4821,58.746,8.5141,58.769
1539;FV3712;F;4;8.5084,58.755,8.5377,58.7657
1540;FV3714;F;4;8.483,58.7696,8.504,58.7989
1541;FV3716;F;4;8.444,58.7366,8.4871,58.7709
1542;FV3718;F;4;8.6454,58.5049,8.8557,58.6318
1543;FV3720;F;4;8.5119,58.5085,8.6476,58.649
1544;FV3722;F;4;8.6518,58.5151,8.6978,58.535
1545;FV3724;F;4;8.6469,58.4972,8.6877,58.5147
1546;FV3726;F;4;8.6373,58.5054,8.6485,58.5116
1547;FV3728;F;4;8.6015,58.5139,8.6331,58.5266
1548;FV3730;F;4;8.6445,58.5249,8.6821,58.5576
1549;FV3732;F;4;8.6137,58.5327,8.6425,58.5415
1550;FV3734;F;4;8.6076,58.5524,8.6362,58.5589
1551;FV3736;F;4;8.6047,58.4441,8.6211,58.502
1552;FV3737;F;4;8.5439,58.4363,8.6054,58.4442
1553;FV3738;F;4;8.6,58.4999,8.611,58.5036
1554;FV3740;F;4;8.5307,58.5215,8.5412,58.5783
1555;FV3742;F;4;8.1504,58.6389,8.2147,58.6736
1556;FV3744;F;4;8.2381,58.342,8.4658,58.3901
1557;FV3746;F;4;7.9752,58.2598,8.1243,58.3217
1558;FV3748;F;4;8.1386,58.2465,8.178,58.3161
1559;FV3750;F;4;8.1068,58.3157,8.1972,58.4455
1560;FV3752;F;4;8.1849,58.2888,8.1905,58.2944
1561;FV3754;F;4;8.2325,58.3037,8.2587,58.3277
1562;FV3756;F;4;8.1678,58.3369,8.2508,58.3833
1563;FV3758;F;4;8.2114,58.3359,8.2274,58.3415
1564;FV3760;F;4;8.191,58.3798,8.1973,58.4013
1565;FV3762;F;4;8.0032,58.3138,8.1121,58.3296
1566;FV3764;F;4;8.3531,58.5153,8.49,58.5389
1567;FV3766;F;4;7.9119,58.4538,8.12,58.5411
1568;FV3768;F;4;7.9209,58.4164,8.0598,58.435
1569;FV3770;F;4;7.8873,58.4624,7.9119,58.4751
1570;FV3772;F;4;7.8348,58.5184,7.9159,58.5766
1571;FV3774;F;4;7.6036,58.4722,7.7667,58.5096
1572;FV3776;F;4;7.7749,58.5748,7.8048,58.5888
1573;FV3778;F;4;7.7452,58.5884,7.8185,58.8498
1574;FV3780;F;4;7.7963,58.6638,7.813,58.666
1575;FV3782;F;4;7.8287,58.5983,7.983,58.6513
1576;FV3783;F;4;7.8429,58.2845,7.8779,58.2967
1577;FV3784;F;4;7.8696,58.297,7.9101,58.3925
1578;FV3786;F;4;7.7844,58.5512,7.8045,58.5797
1579;FV3788;F;4;7.5094,58.5621,7.7722,58.7408
1580;FV3790;F;4;7.7683,58.4985,7.7754,58.5068
1581;FV3792;F;4;7.7672,58.5022,7.8386,58.5228
1582;FV3794;F;4;7.7712,58.5531,7.7735,58.5612
1583;FV3796;F;4;7.7711,58.5629,7.7762,58.5729
1584;FV3798;F;4;7.8036,58.5856,7.8295,58.5991
1585;FV38;F;2;7.94,58.8692,9.4153,59.5694
1586;FV3800;F;4;7.8245,58.7064,7.854,58.7098
1587;FV3802;F;4;7.7952,58.8306,7.8254,58.8525
1588;FV3804;F;4;7.686,58.8517,7.7587,58.9502
1589;FV3806;F;4;7.6635,58.9502,7.6903,58.9833
1590;FV3808;F;4;7.483,59.2286,7.5088,59.2349
1591;FV381;F;3;10.9286,59.2198,10.9567,59.3231
1592;FV3810;F;4;7.5205,59.1914,7.5341,59.2161
1593;FV3812;F;4;7.5064,59.0984,7.54,59.1091
1594;FV3814;F;4;7.4769,59.1023,7.4987,59.1117
1595;FV3816;F;4;7.5187,59.1083,7.5195,59.1165
1596;FV3818;F;4;7.5329,59.2352,7.5476,59.2395
1597;FV3820;F;4;7.4982,59.2014,7.5505,59.2388
1598;FV3822;F;4;7.3505,59.5665,7.3646,59.5689
1599;FV3824;F;4;7.3549,59.3542,7.3632,59.3628
1600;FV388;F;3;11.005,59.2558,11.0112,59.2603
1601;FV3900;F;4;8.117,58.1153,8.1354,58.1294
1602;FV3902;F;4;8.1134,58.1171,8.1194,58.1429
1603;FV3904;F;4;8.0919,58.1206,8.1181,58.1339
1604;FV3906;F;4;8.0641,58.1223,8.0747,58.1335
1605;FV3908;F;4;7.9778,58.0711,8.0173,58.0831
1606;FV3910;F;4;8.103,58.2083,8.1509,58.2493
1607;FV3912;F;4;8.0351,58.2374,8.0889,58.2788
1608;FV3914;F;4;7.9816,58.2874,8.0546,58.3033
1609;FV3916;F;4;7.992,58.29,8.0077,58.2965
1610;FV3918;F;4;7.9529,58.2461,7.9657,58.2512
1611;FV3920;F;4;7.9294,58.2222,7.9689,58.26
1612;FV3922;F;4;7.8717,58.2473,7.8906,58.2581
1613;FV3924;F;4;7.8405,58.2943,7.8406,58.2955
1614;FV3926;F;4;7.8193,58.302,7.8317,58.3149
1615;FV3928;F;4;7.7802,58.2934,7.8055,58.3134
1616;FV3930;F;4;7.7717,58.3278,7.8043,58.3343
1617;FV3932;F;4;7.7556,58.3451,7.7765,58.3707
1618;FV3934;F;4;7.6536,58.2697,7.6973,58.3752
1619;FV3936;F;4;7.586,58.2821,7.6126,58.3844
1620;FV3938;F;4;7.5313,58.2961,7.586,58.3247
1621;FV3940;F;4;7.6045,58.2862,7.6542,58.3143
1622;FV3942;F;4;7.6757,58.2922,7.8126,58.3292
1623;FV3944;F;4;7.728,58.2509,7.7618,58.2714
1624;FV3946;F;4;7.7542,58.2166,7.8313,58.2626
1625;FV3948;F;4;7.7902,58.2009,7.8416,58.254
1626;FV3950;F;4;7.8032,58.1896,7.8444,58.2152
1627;FV3952;F;4;7.8275,58.127,7.8531,58.1537
1628;FV3954;F;4;7.8632,58.0712,7.8661,58.0746
1629;FV3956;F;4;7.857,58.0719,7.8645,58.0732
1630;FV3958;F;4;7.8423,58.088,7.8537,58.0919
1631;FV3960;F;4;7.8216,58.0878,7.8423,58.0991
1632;FV3962;F;4;7.8175,58.0978,7.8253,58.1062
1633;FV3964;F;4;7.8013,58.0839,7.8041,58.0947
1634;FV3966;F;4;7.7822,58.079,7.789,58.0955
1635;FV3968;F;4;7.8113,58.0763,7.8254,58.0852
1636;FV3970;F;4;7.7055,58.056,7.7441,58.0754
1637;FV3972;F;4;7.5766,58.0432,7.7808,58.0955
1638;FV3973;F;4;7.5333,58.0565,7.5698,58.0694
1639;FV3974;F;4;7.6798,58.0985,7.7088,58.1084
1640;FV3975;F;4;7.7102,58.0947,7.816,58.0976
1641;FV3976;F;4;7.5516,58.0955,7.7729,58.1737
1642;FV3978;F;4;7.6009,58.104,7.664,58.1289
1643;FV3980;F;4;7.627,58.0259,7.6731,58.0446
1644;FV3982;F;4;7.5159,58.0194,7.5506,58.0242
1645;FV3984;F;4;7.5306,58.0373,7.5349,58.0466
1646;FV3986;F;4;7.4704,58.0379,7.484,58.0431
1647;FV3988;F;4;7.4034,58.0209,7.4127,58.0287
1648;FV3990;F;4;7.3607,58.0221,7.3982,58.0388
1649;FV3992;F;4;7.3363,58.0386,7.3575,58.0409
1650;FV3994;F;4;7.3545,58.0203,7.4457,58.0519
1651;FV3996;F;4;7.4209,58.0436,7.4484,58.0628
1652;FV3998;F;4;7.333,58.0485,7.3996,58.0767
1653;FV40;F;2;8.2072,59.0854,10.0671,60.5336
1654;FV4000;F;4;7.4608,58.062,7.5074,58.073
1655;FV4002;F;4;7.4283,58.0322,7.525,58.1001
1656;FV4004;F;4;7.321,58.0563,7.3524,58.0686
1657;FV4006;F;4;7.3356,58.1,7.5234,58.1387
1658;FV4008;F;4;7.3678,58.1317,7.473,58.1756
1659;FV401;F;3;8.0796,58.1429,8.256,58.2021
1660;FV4010;F;4;7.5446,58.1737,7.5611,58.1801
1661;FV4012;F;4;7.3635,58.1593,7.5296,58.1854
1662;FV4014;F;4;7.5154,58.2091,7.5864,58.2727
1663;FV4016;F;4;7.3936,58.1795,7.5076,58.2448
1664;FV4018;F;4;7.5049,58.3001,7.5244,58.3054
1665;FV402;F;3;8.2322,58.2584,8.3862,58.3281
1666;FV4020;F;4;7.3688,58.3288,7.4542,58.3483
1667;FV4022;F;4;7.4521,58.2572,7.5115,58.3715
1668;FV4024;F;4;7.5719,58.3859,7.6204,58.4417
1669;FV4026;F;4;7.4019,58.4159,7.5238,58.4347
1670;FV4028;F;4;7.4232,58.5379,7.5684,58.6046
1671;FV403;F;3;7.7923,58.3215,8.009,58.4684
1672;FV4030;F;4;7.4208,58.6163,7.5135,58.8648
1673;FV4032;F;4;7.3317,58.6163,7.4208,58.7946
1674;FV4034;F;4;7.4072,58.6079,7.4154,58.6176
1675;FV4036;F;4;7.5103,58.7518,7.5491,58.7608
1676;FV4038;F;4;7.3565,58.5389,7.4018,58.5673
1677;FV404;F;3;8.3305,58.347,8.5796,58.4604
1678;FV4040;F;4;7.3127,58.4631,7.4054,58.546
1679;FV4042;F;4;7.2518,58.3934,7.3673,58.4096
1680;FV4044;F;4;7.3863,58.3541,7.5218,58.3785
1681;FV4045;F;4;7.232,58.345,7.369,58.3931
1682;FV4046;F;4;7.2916,58.3177,7.3681,58.345
1683;FV4048;F;4;7.2706,58.279,7.2871,58.2897
1684;FV405;F;3;7.9231,58.2178,8.1767,58.5786
1685;FV4050;F;4;7.3515,58.2521,7.4109,58.2568
1686;FV4052;F;4;7.2585,58.1534,7.3136,58.1606
1687;FV4054;F;4;7.293,58.0843,7.3403,58.2179
1688;FV4056;F;4;7.3379,58.1243,7.3459,58.1265
1689;FV4058;F;4;7.3101,58.0867,7.3314,58.1023
1690;FV406;F;3;8.1751,58.4169,8.2942,58.5407
1691;FV4060;F;4;7.3363,58.1705,7.3594,58.2007
1692;FV4062;F;4;7.1546,58.1499,7.2014,58.2394
1693;FV4064;F;4;7.126,58.1269,7.1561,58.1497
1694;FV4066;F;4;7.076,58.1164,7.1795,58.1407
1695;FV4068;F;4;7.2848,58.0344,7.3073,58.0791
1696;FV407;F;3;8.6235,58.3682,8.7441,58.4464
1697;FV4070;F;4;7.219,58.0328,7.2457,58.0513
1698;FV4072;F;4;7.2003,58.0422,7.2196,58.0505
1699;FV4074;F;4;7.0849,57.9927,7.0898,57.9981
1700;FV4076;F;4;7.0985,58.044,7.1317,58.0548
1701;FV4078;F;4;7.0598,58.0465,7.1476,58.1425
1702;FV408;F;3;8.6191,58.4057,8.6461,58.5043
1703;FV4080;F;4;7.0011,58.0228,7.0678,58.1154
1704;FV4082;F;4;7.0338,58.0897,7.0448,58.093
1705;FV4084;F;4;7.0619,58.1374,7.07,58.1377
1706;FV4086;F;4;6.9085,58.1405,7.035,58.1522
1707;FV4088;F;4;6.9722,58.1468,6.9884,58.1567
1708;FV409;F;3;8.7777,58.4536,8.825,58.5071
1709;FV4090;F;4;6.8531,58.241,6.9652,58.3121
1710;FV4091;F;4;6.855,58.1567,7.029,58.2384
1711;FV4092;F;4;6.8763,58.1013,6.9318,58.1173
1712;FV4094;F;4;6.8412,58.0867,6.9028,58.1022
1713;FV4096;F;4;6.8067,58.0716,6.8173,58.0768
1714;FV4098;F;4;6.7674,58.0654,6.8145,58.0796
1715;FV410;F;3;8.746,58.4622,8.9574,58.6345
1716;FV4100;F;4;6.7672,58.1125,6.8411,58.1574
1717;FV4102;F;4;6.7957,58.146,7.0578,58.1998
1718;FV4104;F;4;6.6352,58.1096,6.7939,58.2132
1719;FV4106;F;4;6.6929,58.1026,6.7241,58.108
1720;FV4107;F;4;6.7215,58.1086,6.7349,58.1305
1721;FV4108;F;4;6.7136,58.0999,6.7609,58.115
1722;FV411;F;3;8.9252,58.6044,9.117,58.7154
1723;FV4110;F;4;6.7127,58.0775,6.7374,58.094
1724;FV4112;F;4;6.6844,58.0751,6.7048,58.0827
1725;FV4114;F;4;6.6346,58.108,6.638,58.1095
1726;FV4116;F;4;6.5829,58.1009,6.5861,58.1014
1727;FV4118;F;4;6.6563,58.1019,6.6861,58.1136
1728;FV412;F;3;8.6294,58.6577,8.6524,58.6869
1729;FV4120;F;4;6.6508,58.0986,6.6935,58.139
1730;FV4122;F;4;6.6053,58.1133,6.6566,58.1615
1731;FV4124;F;4;6.6108,58.1308,6.6198,58.1334
1732;FV4126;F;4;6.5997,58.1159,6.6143,58.1274
1733;FV4128;F;4;6.646,58.2287,6.6778,58.2402
1734;FV413;F;3;8.2467,58.6318,8.3437,58.7148
1735;FV4130;F;4;6.6467,58.2438,6.6523,58.2457
1736;FV4132;F;4;6.5587,58.2115,6.5852,58.2369
1737;FV4134;F;4;6.531,58.2298,6.5592,58.237
1738;FV4136;F;4;6.5345,58.2326,6.5596,58.2403
1739;FV4138;F;4;6.5894,58.2498,6.6447,58.2618
1740;FV414;F;3;8.7276,58.6808,8.8648,58.801
1741;FV4140;F;4;6.6325,58.2667,6.6429,58.274
1742;FV4142;F;4;6.3916,58.2779,6.4378,58.2895
1743;FV4144;F;4;6.5727,58.2862,6.6089,58.3262
1744;FV4146;F;4;6.6434,58.2968,6.6515,58.309
1745;FV4148;F;4;6.6642,58.274,6.6741,58.2959
1746;FV415;F;3;8.477,58.6194,8.8782,58.7494
1747;FV4150;F;4;6.6454,58.3227,6.6617,58.3344
1748;FV4152;F;4;6.633,58.2985,6.6757,58.3606
1749;FV4154;F;4;6.6701,58.3111,6.7222,58.3321
1750;FV4156;F;4;6.7077,58.2805,6.7477,58.3018
1751;FV4158;F;4;6.8124,58.2574,6.8173,58.2711
1752;FV416;F;3;8.8625,58.7139,9.2398,58.7555
1753;FV4160;F;4;6.7991,58.2599,6.8456,58.2735
1754;FV4162;F;4;6.8097,58.2705,6.8333,58.3635
1755;FV4164;F;4;6.8333,58.2799,6.8971,58.2881
1756;FV4166;F;4;6.961,58.3201,7.0101,58.3346
1757;FV4168;F;4;7.0091,58.3288,7.0399,58.3569
1758;FV417;F;3;8.9071,58.755,9.086,58.8387
1759;FV4170;F;4;7.0325,58.3569,7.0505,58.3666
1760;FV4172;F;4;7.0187,58.3663,7.0295,58.3688
1761;FV4174;F;4;7.0288,58.3731,7.0546,58.4022
1762;FV4176;F;4;6.9635,58.3773,6.9783,58.3874
1763;FV4178;F;4;6.9411,58.3715,6.956,58.3822
1764;FV418;F;3;8.5815,58.7368,9.0879,58.9377
1765;FV4180;F;4;6.9295,58.4108,7.0032,58.4263
1766;FV4182;F;4;6.9124,58.396,6.9442,58.4152
1767;FV4184;F;4;7.0399,58.339,7.1972,58.3881
1768;FV4186;F;4;7.2458,58.3931,7.2777,58.4471
1769;FV4188;F;4;7.1794,58.3755,7.2217,58.4872
1770;FV419;F;3;8.825,58.4657,8.9392,58.5089
1771;FV4190;F;4;7.1606,58.4979,7.1803,58.5084
1772;FV4192;F;4;7.1081,58.5075,7.1272,58.5398
1773;FV4194;F;4;6.983,58.3205,7.0345,58.5049
1774;FV4196;F;4;6.9399,58.5138,6.9923,58.5426
1775;FV4198;F;4;6.9065,58.6243,7.0738,58.6698
1776;FV42;F;2;6.1489,58.4486,8.7536,58.6696
1777;FV420;F;3;8.1473,58.1809,8.7689,58.4907
1778;FV4200;F;4;6.8336,58.3989,6.8499,58.4748
1779;FV4202;F;4;6.7909,58.3706,6.8168,58.4189
1780;FV4204;F;4;6.6585,58.38,6.7562,58.4395
1781;FV4208;F;4;6.6295,58.4125,6.6555,58.429
1782;FV421;F;3;8.7438,58.4751,8.9412,58.6522
1783;FV4210;F;4;6.6573,58.4263,6.6985,58.6636
1784;FV4212;F;4;6.7234,58.5867,6.7672,58.6426
1785;FV4214;F;4;7.2191,58.0948,7.2681,58.1075
1786;FV4216;F;4;6.7165,58.6641,6.7686,58.6909
1787;FV4218;F;4;6.7171,58.8212,6.7764,58.8446
1788;FV422;F;3;8.8703,58.5298,8.9111,58.5988
1789;FV4220;F;4;6.8508,58.8837,6.9068,58.8917
1790;FV4222;F;4;6.9224,59.0123,6.9389,59.0232
1791;FV4224;F;4;6.0552,58.8943,6.9311,59.0575
1792;FV4226;F;4;7.4675,58.0302,7.553,58.1691
1793;FV4228;F;4;7.5156,58.008,7.619,58.0441
1794;FV423;F;3;5.764,61.3859,5.7744,61.391
1795;FV4232;F;4;7.5013,57.9853,7.5356,58.0159
1796;FV4234;F;4;7.8155,58.0976,7.8594,58.1361
1797;FV4236;F;4;7.8084,58.077,7.8137,58.0873
1798;FV4238;F;4;7.5558,58.1535,7.8357,58.2103
1799;FV424;F;3;7.1364,61.158,7.2204,61.1876
1800;FV4240;F;4;6.3329,58.3088,6.3451,58.3176
1801;FV4242;F;4;6.311,58.3441,6.5567,58.4618
1802;FV4244;F;4;6.3059,58.3501,6.3141,58.3695
1803;FV4246;F;4;6.1554,58.3311,6.2949,58.3566
1804;FV4248;F;4;6.2789,58.3249,6.2861,58.3388
1805;FV425;F;3;6.1021,61.8282,6.1059,61.8293
