objtype;Navn;egenskapsId;navn;viktighet
3;Skjerm;220374;Assosierte Kommentar;IKKE_SATT
3;Skjerm;220454;Assosierte Avstandsmåling;IKKE_SATT
3;Skjerm;220459;Assosierte Høydemåling;IKKE_SATT
3;Skjerm;220581;Assosierte Tilstand/skade FU, strekning;IKKE_SATT
3;Skjerm;220650;Assosierte Tilstand/skade, strekning;IKKE_SATT
3;Skjerm;221387;Assosierte Dokumentasjon;IKKE_SATT
3;Skjerm;222133;Assosierte Tilstandsgrad, skjerm;IKKE_SATT
3;Skjerm;1247;Bruksområde;PÅKREVD_IKKE_ABSOLUTT
3;Skjerm;1087;Materiale skjerm;PÅKREVD_IKKE_ABSOLUTT
3;Skjerm;1665;Materiale søyler;BETINGET
3;Skjerm;2153;Fundamentering/plassering;OPSJONELL
3;Skjerm;9819;Type fundament;OPSJONELL
3;Skjerm;1296;Lengde;BETINGET
3;Skjerm;9823;Høyde;PÅKREVD_IKKE_ABSOLUTT
3;Skjerm;1352;Areal;PÅKREVD_IKKE_ABSOLUTT
3;Skjerm;3951;Type gjennomsiktig vegg;BETINGET
3;Skjerm;9832;Søyleavstand;BETINGET
3;Skjerm;1611;Areal gjennomsiktig vegg;BETINGET
3;Skjerm;9828;Tykkelse;OPSJONELL
3;Skjerm;1606;Lydabsorberende;BETINGET
3;Skjerm;9829;Utforming topp;OPSJONELL
3;Skjerm;9839;Farge;OPSJONELL
3;Skjerm;1599;Overflatebehandling;BETINGET
3;Skjerm;9936;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
3;Skjerm;9830;Tilleggsinformasjon;OPSJONELL
3;Skjerm;12088;Arkivreferanse;OPSJONELL
3;Skjerm;11029;Prosjektreferanse;BETINGET
3;Skjerm;12264;ProsjektInternObjekt_ID;BETINGET
3;Skjerm;10846;FKB_ID;OPSJONELL
3;Skjerm;1546;Eier;BETINGET
3;Skjerm;11202;Eier, navn;BETINGET
3;Skjerm;1549;Vedlikeholdsansvarlig;BETINGET
3;Skjerm;4712;Geometri, linje;PÅKREVD_IKKE_ABSOLUTT
5;Rekkverk;220057;Assosierte Rekkverksende;IKKE_SATT
5;Rekkverk;220351;Assosierte Kommentar;IKKE_SATT
5;Rekkverk;220467;Assosierte Tilstand/skade, rekkverk;IKKE_SATT
5;Rekkverk;220577;Assosierte Tilstand/skade FU, strekning;IKKE_SATT
5;Rekkverk;220679;Assosierte Rekkverksskjøt;IKKE_SATT
5;Rekkverk;220687;Assosierte Støtpute;IKKE_SATT
5;Rekkverk;221389;Assosierte Dokumentasjon;IKKE_SATT
5;Rekkverk;222185;Assosierte Tilstandsgrad, rekkverk;IKKE_SATT
5;Rekkverk;1089;Rekkverkstype;PÅKREVD_IKKE_ABSOLUTT
5;Rekkverk;1248;Bruksområde;PÅKREVD_IKKE_ABSOLUTT
5;Rekkverk;1647;Skinneutrustning;BETINGET
5;Rekkverk;4665;Plassering på bru;BETINGET
5;Rekkverk;9591;MC-skinne;BETINGET
5;Rekkverk;4662;Panel;OPSJONELL
5;Rekkverk;1645;Utblokking;OPSJONELL
5;Rekkverk;9592;Håndlist;BETINGET
5;Rekkverk;1298;Lengde;BETINGET
5;Rekkverk;1567;Stolpeavstand;BETINGET
5;Rekkverk;1965;Elementlengde;OPSJONELL
5;Rekkverk;13035;Holdere til brøytestikk;BETINGET
5;Rekkverk;1574;Høyde, dimensjonerende;OPSJONELL
5;Rekkverk;4663;Rekkverksbredde;OPSJONELL
5;Rekkverk;9554;Styrkeklasse;OPSJONELL
5;Rekkverk;10881;Produktnavn/typegodkjenning;BETINGET
5;Rekkverk;12623;Valideringsdato (test);OPSJONELL
5;Rekkverk;12624;Valideringskode (test);OPSJONELL
5;Rekkverk;7558;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
5;Rekkverk;10415;Tilleggsinformasjon;OPSJONELL
5;Rekkverk;12678;Arkivreferanse;OPSJONELL
5;Rekkverk;11030;Prosjektreferanse;BETINGET
5;Rekkverk;12265;ProsjektInternObjekt_ID;BETINGET
5;Rekkverk;10847;FKB_ID;OPSJONELL
5;Rekkverk;7984;Eier;BETINGET
5;Rekkverk;8048;Vedlikeholdsansvarlig;BETINGET
5;Rekkverk;4714;Geometri, linje;PÅKREVD_IKKE_ABSOLUTT
5;Rekkverk;2095;Utgår_Type skinne;HISTORISK
7;Gjerde;220286;Assosierte Kommentar;IKKE_SATT
7;Gjerde;220461;Assosierte Høydemåling;IKKE_SATT
7;Gjerde;220469;Assosierte Tilstand/skade, strekning;IKKE_SATT
7;Gjerde;220582;Assosierte Tilstand/skade FU, strekning;IKKE_SATT
7;Gjerde;221390;Assosierte Dokumentasjon;IKKE_SATT
7;Gjerde;222127;Assosierte Gjerdeport;IKKE_SATT
7;Gjerde;1249;Bruksområde;PÅKREVD_IKKE_ABSOLUTT
7;Gjerde;1091;Type;PÅKREVD_IKKE_ABSOLUTT
7;Gjerde;2105;Type stolpe;BETINGET
7;Gjerde;1575;Høyde, gjennomsnitt;PÅKREVD_IKKE_ABSOLUTT
7;Gjerde;1300;Lengde;BETINGET
7;Gjerde;1601;Overflatebehandling;BETINGET
7;Gjerde;12838;RAL-kode;OPSJONELL
7;Gjerde;10301;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
7;Gjerde;11546;Tilleggsinformasjon;OPSJONELL
7;Gjerde;11031;Prosjektreferanse;BETINGET
7;Gjerde;12266;ProsjektInternObjekt_ID;BETINGET
7;Gjerde;10861;FKB_ID;OPSJONELL
7;Gjerde;5813;Eier;BETINGET
7;Gjerde;5801;Vedlikeholdsansvarlig;BETINGET
7;Gjerde;4716;Geometri, linje;PÅKREVD_IKKE_ABSOLUTT
7;Gjerde;2042;Lydtett;BETINGET
9;Kantstein;220155;Assosierte Nedsenka kantstein;IKKE_SATT
9;Kantstein;220298;Assosierte Kommentar;IKKE_SATT
9;Kantstein;220583;Assosierte Tilstand/skade FU, strekning;IKKE_SATT
9;Kantstein;220636;Assosierte Tilstand/skade, strekning;IKKE_SATT
9;Kantstein;221391;Assosierte Dokumentasjon;IKKE_SATT
9;Kantstein;1092;Materialtype;PÅKREVD_IKKE_ABSOLUTT
9;Kantstein;4082;Avvisning;OPSJONELL
9;Kantstein;1655;Kantsteinsprofil;OPSJONELL
9;Kantstein;1678;Bredde, gjennomsnitt;OPSJONELL
9;Kantstein;1966;Elementlengde;OPSJONELL
9;Kantstein;1301;Lengde;BETINGET
9;Kantstein;10424;Høyde, egen;OPSJONELL
9;Kantstein;2052;Høyde over vegdekke;OPSJONELL
9;Kantstein;12565;Bakstøp/armering;OPSJONELL
9;Kantstein;10315;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
9;Kantstein;1509;Produsent;OPSJONELL
9;Kantstein;1431;Produktnavn;OPSJONELL
9;Kantstein;1468;Leverandør;OPSJONELL
9;Kantstein;11547;Tilleggsinformasjon;OPSJONELL
9;Kantstein;11032;Prosjektreferanse;BETINGET
9;Kantstein;12267;ProsjektInternObjekt_ID;BETINGET
9;Kantstein;5815;Eier;BETINGET
9;Kantstein;5803;Vedlikeholdsansvarlig;BETINGET
9;Kantstein;4717;Geometri, linje;PÅKREVD_IKKE_ABSOLUTT
10;Nedsenka kantstein;220332;Assosierte Kommentar;IKKE_SATT
10;Nedsenka kantstein;221392;Assosierte Dokumentasjon;IKKE_SATT
10;Nedsenka kantstein;221640;Assosierte Tilstand/skade, punkt;IKKE_SATT
10;Nedsenka kantstein;10331;Etableringsår;OPSJONELL
10;Nedsenka kantstein;11548;Tilleggsinformasjon;OPSJONELL
10;Nedsenka kantstein;11033;Prosjektreferanse;BETINGET
10;Nedsenka kantstein;12268;ProsjektInternObjekt_ID;BETINGET
10;Nedsenka kantstein;12825;Eier;BETINGET
10;Nedsenka kantstein;12824;Vedlikeholdsansvarlig;BETINGET
10;Nedsenka kantstein;4718;Geometri, punkt;BETINGET
10;Nedsenka kantstein;8915;Geometri, linje;BETINGET
10;Nedsenka kantstein;1302;Lengde;BETINGET
10;Nedsenka kantstein;1656;Dybde;OPSJONELL
11;Utgår_Stolpe, generell;220385;Assosierte Kommentar;IKKE_SATT
11;Utgår_Stolpe, generell;221393;Assosierte Dokumentasjon;IKKE_SATT
11;Utgår_Stolpe, generell;221641;Assosierte Tilstand/skade, punkt;IKKE_SATT
11;Utgår_Stolpe, generell;221732;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
11;Utgår_Stolpe, generell;1093;Utgår_Type;HISTORISK
11;Utgår_Stolpe, generell;1291;Utgår_Farge;HISTORISK
11;Utgår_Stolpe, generell;1397;Utgår_Materialtype;HISTORISK
11;Utgår_Stolpe, generell;1432;Utgår_Produktnavn;HISTORISK
11;Utgår_Stolpe, generell;1469;Utgår_Leverandør;HISTORISK
11;Utgår_Stolpe, generell;1510;Utgår_Fabrikant;HISTORISK
11;Utgår_Stolpe, generell;1615;Utgår_Tykkelse;HISTORISK
11;Utgår_Stolpe, generell;1661;Utgår_Avskjæringsledd;HISTORISK
11;Utgår_Stolpe, generell;1666;Utgår_Fundamentering;HISTORISK
11;Utgår_Stolpe, generell;1674;Utgår_Tverrsnittform;HISTORISK
11;Utgår_Stolpe, generell;1898;Utgår_Høyde, egen;HISTORISK
11;Utgår_Stolpe, generell;2186;Utgår_Antall;HISTORISK
11;Utgår_Stolpe, generell;2295;Utgår_Avstand fra vegkant;HISTORISK
11;Utgår_Stolpe, generell;4719;Utgår_Geometri, punkt;HISTORISK
11;Utgår_Stolpe, generell;8049;Utgår_Vedlikeholdsansvarlig;HISTORISK
11;Utgår_Stolpe, generell;10364;Utgår_Oppsettingsår;HISTORISK
11;Utgår_Stolpe, generell;10845;Utgår_Eier;HISTORISK
13;Port/Dør;220346;Assosierte Kommentar;IKKE_SATT
13;Port/Dør;221395;Assosierte Dokumentasjon;IKKE_SATT
13;Port/Dør;221642;Assosierte Tilstand/skade, punkt;IKKE_SATT
13;Port/Dør;221733;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
13;Port/Dør;1251;Bruksområde;PÅKREVD_IKKE_ABSOLUTT
13;Port/Dør;1095;Type;PÅKREVD_IKKE_ABSOLUTT
13;Port/Dør;1706;Utforming;OPSJONELL
13;Port/Dør;3701;Materiale;PÅKREVD_IKKE_ABSOLUTT
13;Port/Dør;1680;Bredde;PÅKREVD_IKKE_ABSOLUTT
13;Port/Dør;1577;Høyde;PÅKREVD_IKKE_ABSOLUTT
13;Port/Dør;3730;Normal stilling;OPSJONELL
13;Port/Dør;3509;Branndør;BETINGET
13;Port/Dør;10338;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
13;Port/Dør;10475;Driftsmerking;PÅKREVD_IKKE_ABSOLUTT
13;Port/Dør;11708;SCADA-merking;BETINGET
13;Port/Dør;1512;Produsent;OPSJONELL
13;Port/Dør;1434;Produktnavn;OPSJONELL
13;Port/Dør;3813;Produktnavn, låsesylinder;OPSJONELL
13;Port/Dør;11549;Tilleggsinformasjon;OPSJONELL
13;Port/Dør;11656;Arkivreferanse;OPSJONELL
13;Port/Dør;11034;Prosjektreferanse;BETINGET
13;Port/Dør;12269;ProsjektInternObjekt_ID;BETINGET
13;Port/Dør;9782;Eier;BETINGET
13;Port/Dør;3820;Vedlikeholdsansvarlig;BETINGET
13;Port/Dør;4721;Geometri, punkt;PÅKREVD_IKKE_ABSOLUTT
14;Rekkverksende;220270;Assosierte Kommentar;IKKE_SATT
14;Rekkverksende;221095;Assosierte Tilstand/skade, punkt;IKKE_SATT
14;Rekkverksende;221396;Assosierte Dokumentasjon;IKKE_SATT
14;Rekkverksende;1096;Type;PÅKREVD_IKKE_ABSOLUTT
14;Rekkverksende;10724;Produktnavn/typegodkjenning;BETINGET
14;Rekkverksende;1303;Lengde;OPSJONELL
14;Rekkverksende;4660;Stolpeavstand;OPSJONELL
14;Rekkverksende;10346;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
14;Rekkverksende;9550;Tilleggsinformasjon;OPSJONELL
14;Rekkverksende;11035;Prosjektreferanse;BETINGET
14;Rekkverksende;12270;ProsjektInternObjekt_ID;BETINGET
14;Rekkverksende;12826;Eier;BETINGET
14;Rekkverksende;12823;Vedlikeholdsansvarlig;BETINGET
14;Rekkverksende;4722;Geometri, punkt;PÅKREVD_IKKE_ABSOLUTT
15;Grasdekker;220345;Assosierte Kommentar;IKKE_SATT
15;Grasdekker;220441;Assosierte Breddemåling;IKKE_SATT
15;Grasdekker;221397;Assosierte Dokumentasjon;IKKE_SATT
15;Grasdekker;221688;Assosierte Tilstand/skade, strekning;IKKE_SATT
15;Grasdekker;4129;Type;PÅKREVD_IKKE_ABSOLUTT
15;Grasdekker;12562;Klippefrekvens;PÅKREVD_IKKE_ABSOLUTT
15;Grasdekker;1354;Areal;BETINGET
15;Grasdekker;10493;Sluttdato for garantitid;BETINGET
15;Grasdekker;12559;Spesielle hensyn;BETINGET
15;Grasdekker;10303;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
15;Grasdekker;9983;Tilleggsinformasjon;OPSJONELL
15;Grasdekker;11036;Prosjektreferanse;BETINGET
15;Grasdekker;12271;ProsjektInternObjekt_ID;BETINGET
15;Grasdekker;10874;Eier;BETINGET
15;Grasdekker;8784;Vedlikeholdsansvarlig;BETINGET
15;Grasdekker;4723;Utgår_Geometri, linje;HISTORISK
15;Grasdekker;8911;Geometri, flate;PÅKREVD_IKKE_ABSOLUTT
15;Grasdekker;8937;Utgår_Geometri, punkt;HISTORISK
18;Plantekasse/urne;220343;Assosierte Kommentar;IKKE_SATT
18;Plantekasse/urne;221398;Assosierte Dokumentasjon;IKKE_SATT
18;Plantekasse/urne;221643;Assosierte Tilstand/skade, punkt;IKKE_SATT
18;Plantekasse/urne;1399;Materialtype;PÅKREVD_IKKE_ABSOLUTT
18;Plantekasse/urne;1579;Høyde;OPSJONELL
18;Plantekasse/urne;6871;Bredde/diameter;OPSJONELL
18;Plantekasse/urne;1304;Lengde;OPSJONELL
18;Plantekasse/urne;11406;Vinterlagring;PÅKREVD_IKKE_ABSOLUTT
18;Plantekasse/urne;10336;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
18;Plantekasse/urne;1436;Tilleggsinformasjon;OPSJONELL
18;Plantekasse/urne;5818;Eier;BETINGET
18;Plantekasse/urne;5805;Vedlikeholdsansvarlig;BETINGET
18;Plantekasse/urne;4726;Geometri, punkt;PÅKREVD_IKKE_ABSOLUTT
19;Kunst/Utsmykking;220312;Assosierte Kommentar;IKKE_SATT
19;Kunst/Utsmykking;221399;Assosierte Dokumentasjon;IKKE_SATT
19;Kunst/Utsmykking;221644;Assosierte Tilstand/skade, punkt;IKKE_SATT
19;Kunst/Utsmykking;1101;Type;PÅKREVD_IKKE_ABSOLUTT
19;Kunst/Utsmykking;1733;Tittel;BETINGET
19;Kunst/Utsmykking;1734;Navn på kunstner;PÅKREVD_IKKE_ABSOLUTT
19;Kunst/Utsmykking;10320;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
19;Kunst/Utsmykking;10833;Tilleggsinformasjon;BETINGET
19;Kunst/Utsmykking;11037;Prosjektreferanse;BETINGET
19;Kunst/Utsmykking;12272;ProsjektInternObjekt_ID;BETINGET
19;Kunst/Utsmykking;5814;Eier;BETINGET
19;Kunst/Utsmykking;5800;Vedlikeholdsansvarlig;BETINGET
19;Kunst/Utsmykking;4727;Geometri, punkt;PÅKREVD_IKKE_ABSOLUTT
20;Kantstolper/Refleks;220299;Assosierte Kommentar;IKKE_SATT
20;Kantstolper/Refleks;220664;Assosierte Tilstand/skade, strekning;IKKE_SATT
20;Kantstolper/Refleks;221400;Assosierte Dokumentasjon;IKKE_SATT
20;Kantstolper/Refleks;221716;Assosierte Tilstand/skade FU, strekning;IKKE_SATT
20;Kantstolper/Refleks;1102;Type;PÅKREVD_IKKE_ABSOLUTT
20;Kantstolper/Refleks;10316;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
20;Kantstolper/Refleks;11550;Tilleggsinformasjon;OPSJONELL
20;Kantstolper/Refleks;11038;Prosjektreferanse;BETINGET
20;Kantstolper/Refleks;12273;ProsjektInternObjekt_ID;BETINGET
20;Kantstolper/Refleks;4728;Geometri, linje;PÅKREVD_IKKE_ABSOLUTT
20;Kantstolper/Refleks;1400;Materialtype;PÅKREVD_IKKE_ABSOLUTT
20;Kantstolper/Refleks;1712;Avstand, innbyrdes;IKKE_SATT
20;Kantstolper/Refleks;2191;Antall;PÅKREVD_IKKE_ABSOLUTT
21;Brøytestikk;220257;Assosierte Kommentar;IKKE_SATT
21;Brøytestikk;221401;Assosierte Dokumentasjon;IKKE_SATT
21;Brøytestikk;221689;Assosierte Tilstand/skade, strekning;IKKE_SATT
21;Brøytestikk;221717;Assosierte Tilstand/skade FU, strekning;IKKE_SATT
21;Brøytestikk;1103;Type;BETINGET
21;Brøytestikk;4553;Optisk ledning;OPSJONELL
21;Brøytestikk;1920;Refleks;OPSJONELL
21;Brøytestikk;2068;Permanent;BETINGET
21;Brøytestikk;10279;Etableringsår;BETINGET
21;Brøytestikk;11551;Tilleggsinformasjon;OPSJONELL
21;Brøytestikk;4729;Geometri, linje;PÅKREVD_IKKE_ABSOLUTT
21;Brøytestikk;1580;Høyde over vegkant;BETINGET
21;Brøytestikk;1713;Avstand, innbyrdes;OPSJONELL
21;Brøytestikk;2192;Antall;OPSJONELL
22;Ferist;220274;Assosierte Kommentar;IKKE_SATT
22;Ferist;221107;Assosierte Tilstand/skade, punkt;IKKE_SATT
22;Ferist;221402;Assosierte Dokumentasjon;IKKE_SATT
22;Ferist;1104;Type;PÅKREVD_IKKE_ABSOLUTT
22;Ferist;1737;Passering v ferist;PÅKREVD_IKKE_ABSOLUTT
22;Ferist;4599;Tildekning, fradato;OPSJONELL
22;Ferist;4600;Tildekning, tildato;OPSJONELL
22;Ferist;4595;Vinterforberedelse;PÅKREVD_IKKE_ABSOLUTT
22;Ferist;10290;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
22;Ferist;11552;Tilleggsinformasjon;OPSJONELL
22;Ferist;11039;Prosjektreferanse;BETINGET
22;Ferist;12274;ProsjektInternObjekt_ID;BETINGET
22;Ferist;10848;FKB_ID;OPSJONELL
22;Ferist;7985;Eier;BETINGET
22;Ferist;4651;Vedlikeholdsansvarlig;BETINGET
22;Ferist;4730;Geometri, punkt;OPSJONELL
22;Ferist;9425;Geometri, linje;BETINGET
23;Vegbom;220419;Assosierte Kommentar;IKKE_SATT
23;Vegbom;221111;Assosierte Tilstand/skade, punkt;IKKE_SATT
23;Vegbom;221117;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
23;Vegbom;221403;Assosierte Dokumentasjon;IKKE_SATT
23;Vegbom;1252;Bruksområde;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;1105;Type;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;4596;Materialtype;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;12526;Stedsnavn;BETINGET
23;Vegbom;3839;Type åpning/lukking;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;4610;Markeringsskilt påmontert;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;4611;Varselblink påmontert;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;1738;Fjernstyring;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;4051;Lengde;OPSJONELL
23;Vegbom;4609;Fjernes i vintersesong;BETINGET
23;Vegbom;10394;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;10490;Driftsmerking;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;11709;SCADA-merking;BETINGET
23;Vegbom;3519;Produsent;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;4050;Produktnavn;PÅKREVD_IKKE_ABSOLUTT
23;Vegbom;11201;Tilleggsinformasjon;OPSJONELL
23;Vegbom;11657;Arkivreferanse;OPSJONELL
23;Vegbom;11040;Prosjektreferanse;BETINGET
23;Vegbom;12275;ProsjektInternObjekt_ID;BETINGET
23;Vegbom;7986;Eier;BETINGET
23;Vegbom;3819;Vedlikeholdsansvarlig;BETINGET
23;Vegbom;4731;Geometri, punkt;OPSJONELL
23;Vegbom;9426;Geometri, linje;BETINGET
24;Skiltportal;220013;Assosierte Skiltpunkt;IKKE_SATT
24;Skiltportal;220347;Assosierte Kommentar;IKKE_SATT
24;Skiltportal;220843;Assosierte Høydebegrensning;IKKE_SATT
24;Skiltportal;221098;Assosierte Tilstand/skade, punkt;IKKE_SATT
24;Skiltportal;221404;Assosierte Dokumentasjon;IKKE_SATT
24;Skiltportal;221734;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
24;Skiltportal;1253;Bruksområde;PÅKREVD_IKKE_ABSOLUTT
24;Skiltportal;1106;Type;PÅKREVD_IKKE_ABSOLUTT
24;Skiltportal;5762;Oppsettingsutstyr;BETINGET
24;Skiltportal;10359;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
24;Skiltportal;10480;Driftsmerking;OPSJONELL
24;Skiltportal;1514;Produsent;PÅKREVD_IKKE_ABSOLUTT
24;Skiltportal;1437;Produktnavn;PÅKREVD_IKKE_ABSOLUTT
24;Skiltportal;1474;Leverandør;OPSJONELL
24;Skiltportal;11553;Tilleggsinformasjon;OPSJONELL
24;Skiltportal;11041;Prosjektreferanse;BETINGET
24;Skiltportal;12276;ProsjektInternObjekt_ID;BETINGET
24;Skiltportal;10860;FKB_ID;OPSJONELL
24;Skiltportal;7987;Eier;BETINGET
24;Skiltportal;8050;Vedlikeholdsansvarlig;BETINGET
24;Skiltportal;4732;Geometri, punkt;OPSJONELL
24;Skiltportal;8916;Geometri, linje;BETINGET
25;Leskur;220317;Assosierte Kommentar;IKKE_SATT
25;Leskur;220946;Assosierte Dokumentasjon;IKKE_SATT
25;Leskur;221105;Assosierte Tilstand/skade, punkt;IKKE_SATT
25;Leskur;221126;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
25;Leskur;1401;Materialtype;PÅKREVD_IKKE_ABSOLUTT
25;Leskur;11420;Antall moduler;OPSJONELL
25;Leskur;11421;Lengde, utvendig;OPSJONELL
25;Leskur;3128;Innvendig belysning;PÅKREVD_IKKE_ABSOLUTT
25;Leskur;9846;Areal tilpasset rullestol;BETINGET
25;Leskur;10264;Fri bredde innvendig;PÅKREVD_IKKE_ABSOLUTT
25;Leskur;10265;Fri dybde innvendig;PÅKREVD_IKKE_ABSOLUTT
25;Leskur;9845;Glassflater markert;BETINGET
25;Leskur;3952;Sittemulighet;PÅKREVD_IKKE_ABSOLUTT
25;Leskur;9847;Trinnfri adkomst;PÅKREVD_IKKE_ABSOLUTT
25;Leskur;1559;Vedlikeholdsavtale;BETINGET
25;Leskur;3130;Reklameavtale;BETINGET
25;Leskur;10322;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
25;Leskur;1515;Produsent;OPSJONELL
25;Leskur;1438;Produktnavn;OPSJONELL
25;Leskur;11554;Tilleggsinformasjon;OPSJONELL
25;Leskur;11042;Prosjektreferanse;BETINGET
25;Leskur;12277;ProsjektInternObjekt_ID;BETINGET
25;Leskur;5812;Eier;BETINGET
25;Leskur;3129;Vedlikeholdsansvarlig;BETINGET
25;Leskur;4733;Geometri, punkt;OPSJONELL
25;Leskur;9844;Geometri, flate;BETINGET
25;Leskur;9427;Utgår_Geometri, linje;HISTORISK
26;Lekeapparat;220316;Assosierte Kommentar;IKKE_SATT
26;Lekeapparat;221106;Assosierte Tilstand/skade, punkt;IKKE_SATT
26;Lekeapparat;221119;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
26;Lekeapparat;221405;Assosierte Dokumentasjon;IKKE_SATT
26;Lekeapparat;1107;Type;PÅKREVD_IKKE_ABSOLUTT
26;Lekeapparat;1560;Vedlikeholdsavtale;BETINGET
26;Lekeapparat;1741;Sikkerhetskrav;OPSJONELL
26;Lekeapparat;2193;Antall;OPSJONELL
26;Lekeapparat;9452;Fastmontert;PÅKREVD_IKKE_ABSOLUTT
26;Lekeapparat;9453;Materialtype;PÅKREVD_IKKE_ABSOLUTT
26;Lekeapparat;9454;Overflatebehandling;BETINGET
26;Lekeapparat;1740;Underlag;PÅKREVD_IKKE_ABSOLUTT
26;Lekeapparat;9455;Vinterlagring;BETINGET
26;Lekeapparat;10321;Etableringsår;PÅKREVD_IKKE_ABSOLUTT
26;Lekeapparat;1516;Produsent;OPSJONELL
26;Lekeapparat;1439;Produktnavn;OPSJONELL
26;Lekeapparat;1476;Leverandør;OPSJONELL
26;Lekeapparat;11555;Tilleggsinformasjon;OPSJONELL
26;Lekeapparat;11043;Prosjektreferanse;BETINGET
26;Lekeapparat;12278;ProsjektInternObjekt_ID;BETINGET
26;Lekeapparat;5817;Eier;BETINGET
26;Lekeapparat;8051;Vedlikeholdsansvarlig;BETINGET
26;Lekeapparat;4734;Geometri, punkt;PÅKREVD_IKKE_ABSOLUTT
27;Renovasjon;220353;Assosierte Kommentar;IKKE_SATT
27;Renovasjon;221104;Assosierte Tilstand/skade, punkt;IKKE_SATT
27;Renovasjon;221120;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
27;Renovasjon;221406;Assosierte Dokumentasjon;IKKE_SATT
27;Renovasjon;1108;Type;PÅKREVD_IKKE_ABSOLUTT
27;Renovasjon;1384;Volum;BETINGET
27;Renovasjon;10348;Etableringsår;BETINGET
27;Renovasjon;1517;Produsent;OPSJONELL
27;Renovasjon;1440;Produktnavn;OPSJONELL
27;Renovasjon;1477;Leverandør;OPSJONELL
27;Renovasjon;11556;Tilleggsinformasjon;OPSJONELL
27;Renovasjon;11044;Prosjektreferanse;BETINGET
27;Renovasjon;12279;ProsjektInternObjekt_ID;BETINGET
27;Renovasjon;5820;Eier;BETINGET
27;Renovasjon;1551;Vedlikeholdsansvarlig;BETINGET
27;Renovasjon;4735;Geometri, punkt;PÅKREVD_IKKE_ABSOLUTT
27;Renovasjon;2046;Tømmebehov;OPSJONELL
27;Renovasjon;4521;Antall;PÅKREVD_IKKE_ABSOLUTT
28;Utemøbler;220414;Assosierte Kommentar;IKKE_SATT
28;Utemøbler;221114;Assosierte Tilstand/skade, punkt;IKKE_SATT
28;Utemøbler;221123;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
28;Utemøbler;221407;Assosierte Dokumentasjon;IKKE_SATT
28;Utemøbler;1109;Type;PÅKREVD_IKKE_ABSOLUTT
28;Utemøbler;2195;Antall;OPSJONELL
28;Utemøbler;1561;Vedlikeholdsavtale;BETINGET
28;Utemøbler;4593;Vinterlagring;BETINGET
28;Utemøbler;1402;Materialtype;PÅKREVD_IKKE_ABSOLUTT
28;Utemøbler;1602;Overflatebehandling;BETINGET
28;Utemøbler;9451;Fastmontert;PÅKREVD_IKKE_ABSOLUTT
28;Utemøbler;10390;Etableringsår;BETINGET
28;Utemøbler;1518;Produsent;OPSJONELL
28;Utemøbler;1441;Produktnavn;OPSJONELL
28;Utemøbler;1478;Leverandør;OPSJONELL
28;Utemøbler;11557;Tilleggsinformasjon;OPSJONELL
28;Utemøbler;11045;Prosjektreferanse;BETINGET
28;Utemøbler;12280;ProsjektInternObjekt_ID;BETINGET
28;Utemøbler;9449;Eier;BETINGET
28;Utemøbler;9450;Vedlikeholdsansvarlig;BETINGET
28;Utemøbler;4736;Geometri, punkt;PÅKREVD_IKKE_ABSOLUTT
29;Strøsandkasse;220388;Assosierte Kommentar;IKKE_SATT
29;Strøsandkasse;221090;Assosierte Tilstand/skade, punkt;IKKE_SATT
29;Strøsandkasse;221408;Assosierte Dokumentasjon;IKKE_SATT
29;Strøsandkasse;221735;Assosierte Tilstand/skade FU, punkt;IKKE_SATT
29;Strøsandkasse;1110;Type;OPSJONELL
29;Strøsandkasse;1385;Volum;OPSJONELL
