Lon,Lat,Z
60.37671,5.359302,39.708
60.376834,5.359271,40.437
60.376958,5.35924,41.168
60.376958,5.35924,41.168
60.377,5.359229,41.008
60.377051,5.359215,41.027
60.377051,5.359215,41.027
60.3772,5.35917,40.99
60.3772,5.35917,40.99
60.377223,5.359169,41.308
60.377268,5.359166,41.308
60.377285,5.359169,41.374
60.377285,5.359169,41.374
60.37732,5.359174,41.508
60.377322,5.359266,41.508
60.377327,5.35929,41.508
60.377333,5.359312,41.508
60.37734,5.359333,41.508
60.377348,5.359352,41.508
60.377348,5.359352,41.508
60.377357,5.359368,41.508
60.377368,5.359382,41.508
60.377379,5.359393,41.508
60.377394,5.359403,41.508
60.377394,5.359403,41.508
60.377403,5.359407,41.508
60.377415,5.359409,41.508
60.377428,5.359408,41.508
60.37744,5.359404,41.508
60.37744,5.359404,41.508
60.377452,5.359396,41.508
60.377463,5.359386,41.508
60.377474,5.359373,41.508
60.377474,5.359373,41.508
60.377484,5.359357,41.508
60.377492,5.359339,41.508
60.3775,5.359319,41.508
60.377508,5.359288,41.508
60.377508,5.359288,41.508
60.377511,5.359273,41.508
60.377514,5.359249,41.508
60.377516,5.359224,41.508
60.377516,5.359199,41.508
60.377515,5.359182,41.508
60.377515,5.359182,41.508
60.377512,5.359157,41.508
60.377508,5.359133,41.508
60.377503,5.359111,41.508
60.377496,5.35909,41.508
60.377488,5.359071,41.508
60.377479,5.359054,41.508
60.377479,5.359054,41.508
60.377468,5.359039,41.508
60.377457,5.359028,41.508
60.377446,5.359019,41.508
60.377436,5.359014,41.508
60.377436,5.359014,41.508
60.377421,5.35901,41.508
60.377409,5.359011,41.508
60.377396,5.359015,41.508
60.377384,5.359022,41.508
60.377384,5.359022,41.508
60.377373,5.359032,41.508
60.377362,5.359044,41.508
60.377352,5.35906,41.508
60.377343,5.359077,41.508
60.377343,5.359077,41.508
60.377336,5.359097,41.508
60.377329,5.359119,41.508
60.377324,5.359142,41.508
60.37732,5.359174,41.508
60.37732,5.359174,41.508
60.377319,5.359191,41.508
60.377319,5.359216,41.508
60.37732,5.359242,41.508
60.377322,5.359266,41.508
60.377508,5.359288,41.508
60.377534,5.359316,41.69
60.377543,5.359327,41.754
60.377761,5.359659,42.674
60.377869,5.359828,42.191
60.377977,5.359997,41.708
60.377543,5.359327,41.754
60.377564,5.359353,41.769
60.377607,5.359421,41.802
60.377607,5.359421,41.802
60.377742,5.359629,42.608
60.377761,5.359659,42.674
60.336385,5.34866,39.208
60.336367,5.348877,39.84
60.336349,5.349053,40.074
60.336336,5.349193,40.208
60.336336,5.349193,40.208
60.336332,5.349232,40.214
60.336311,5.34949,40.438
60.336311,5.34949,40.438
60.336304,5.349669,40.588
60.336307,5.34977,40.618
60.336309,5.349812,40.628
60.336313,5.349833,40.628
60.336319,5.349868,40.618
60.336337,5.349943,40.688
60.336343,5.349965,40.798
60.336354,5.349995,40.998
60.336404,5.350081,40.858
60.336404,5.350081,40.858
60.336425,5.350109,40.898
60.336432,5.350122,40.998
60.336448,5.350138,41.008
60.336458,5.350146,41.068
60.336532,5.350183,41.448
60.33654,5.350186,41.528
60.336552,5.350191,41.668
60.336657,5.350216,42.423
60.336657,5.350216,42.423
60.33671,5.350231,42.903
60.336796,5.350283,43.743
60.336876,5.350364,44.544
60.336947,5.350473,45.368
60.337007,5.350608,46.196
60.337054,5.350762,47.13
60.337088,5.350929,47.999
60.337119,5.3511,48.809
60.337153,5.351267,49.565
60.337199,5.351421,50.379
60.337261,5.35155,51.184
60.337338,5.351643,52.081
60.337422,5.351705,52.894
60.337595,5.351804,54.501
60.337698,5.351864,55.758
60.337698,5.351864,55.758
60.337765,5.35192,56.163
60.337844,5.352009,57.016
60.337911,5.352128,57.693
60.337965,5.352271,58.328
60.337965,5.352271,58.328
60.338005,5.352433,58.808
60.338047,5.352652,59.16
